Journal Report 5 (R4),Number of Successful Full-Text Article Requests by Year-of-Publication (YOP) and Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornell University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period covered by Report:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-01 to 2018-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date run:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal,Publisher,Platform,Journal DOI,Proprietary Identifier,Print ISSN,Online ISSN,Articles In Press   ,YOP 2018            ,YOP 2017            ,YOP 2016            ,YOP 2015            ,YOP 2014            ,YOP 2013            ,YOP 2012            ,YOP 2011            ,YOP 2010            ,YOP 2009            ,YOP 2008            ,YOP 2007            ,YOP 2006            ,YOP 2005            ,YOP 2004            ,YOP 2003            ,YOP 2002            ,YOP 2001            ,YOP 2000            ,YOP 1999            ,YOP 1998            ,YOP 1997            ,YOP 1996            ,YOP 1995            ,YOP 1994            ,YOP 1993            ,YOP 1992            ,YOP 1991            ,YOP 1990            ,YOP Pre 1990        
Pain Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1533-2500,PAPR                ,1530-7085    ,1533-2500    ,11,11,26,10,13,19,3,15,8,3,0,4,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Palaeontology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-4983,PALA                ,0031-0239    ,1475-4983    ,24,10,3,4,6,16,2,3,0,0,3,0,0,3,0,1,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0
Paleoceanography,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1944-9186,PALO                ,0883-8305    ,1944-9186    ,0,0,4,2,0,0,4,0,2,0,1,3,0,0,3,7,0,4,0,0,2,4,0,0,0,0,1,0,0,0,0
Paleoceanography and Paleoclimatology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2572-4525,PALO                ,2572-4517    ,2572-4525    ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papers in Palaeontology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2056-2802,SPP2                ,2056-2802    ,2056-2802    ,15,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papers in Regional Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1435-5957,PIRS                ,1056-8190    ,1435-5957    ,2,2,10,3,11,6,6,0,2,0,0,1,2,2,3,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
Parasite Immunology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3024,PIM                 ,0141-9838    ,1365-3024    ,7,26,14,6,9,11,2,1,2,3,2,1,2,3,3,2,1,0,1,0,0,0,0,9,2,1,0,0,0,0,5
Parliamentary History,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1750-0206,PARH                ,0264-2824    ,1750-0206    ,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Particle & Particle Systems Characterization,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-4117,PPSC                ,0934-0866    ,1521-4117    ,8,4,9,4,5,11,5,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0
Pathogens and Disease,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2049-632X,FIM                 ,2049-632X    ,2049-632X    ,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pathology International,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-1827,PIN                 ,1320-5463    ,1440-1827    ,8,5,8,16,5,1,8,1,7,5,1,0,2,2,3,3,1,0,4,6,1,3,3,1,2,1,0,0,1,0,4
Peace & Change,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-0130,PECH                ,0149-0508    ,1468-0130    ,1,0,0,0,2,3,1,0,1,0,0,2,2,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Pediatric Allergy and Immunology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1399-3038,PAI                 ,0905-6157    ,1399-3038    ,21,9,17,8,1,1,1,5,13,2,1,3,6,5,0,4,8,0,1,0,1,3,0,0,0,0,0,0,0,0,0
Pediatric Anesthesia,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1460-9592,PAN                 ,1155-5645    ,1460-9592    ,21,49,37,13,45,28,30,17,7,10,13,16,5,15,7,4,7,4,2,2,0,0,1,0,0,0,0,0,0,0,0
Pediatric Blood & Cancer,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1545-5017,PBC                 ,1545-5009    ,1545-5017    ,61,132,79,53,60,31,30,27,10,10,16,35,23,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pediatric Dermatology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1525-1470,PDE                 ,0736-8046    ,1525-1470    ,12,12,44,25,11,17,6,20,4,3,9,8,6,3,2,3,6,4,3,4,2,2,1,0,1,0,1,0,0,0,1
Pediatric Diabetes,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1399-5448,PEDI                ,1399-543X    ,1399-5448    ,19,19,10,10,2,4,10,8,1,1,5,3,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pediatric Obesity,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2047-6310,IJPO                ,2047-6302    ,2047-6310    ,26,4,22,8,10,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pediatric Pulmonology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0496,PPUL                ,8755-6863    ,1099-0496    ,20,20,41,16,17,0,5,9,3,4,2,2,2,3,8,8,4,1,3,2,5,0,0,1,0,0,0,5,1,2,1
Pediatric Transplantation,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1399-3046,PETR                ,1397-3142    ,1399-3046    ,5,11,3,11,5,3,15,1,2,7,0,6,3,7,2,2,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0
Pediatrics International,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1442-200X,PED                 ,1328-8067    ,1442-200X    ,7,5,17,18,10,6,9,1,5,1,5,1,2,4,2,4,12,5,1,0,4,0,1,0,1,0,0,0,0,1,2
Peptide Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2475-8817,PEP2                ,2475-8817    ,2475-8817    ,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peptide Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0282a,BIP                 ,0006-3525    ,1097-0282    ,0,3,8,9,7,0,4,3,0,3,3,5,0,1,8,5,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0
Performance Improvement,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1930-8272,PFI                 ,1090-8811    ,1930-8272    ,0,2,7,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Performance Improvement Quarterly,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1937-8327,PIQ                 ,0898-5952    ,1937-8327    ,0,0,1,1,1,0,4,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Periodontology 2000,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0757,PRD                 ,0906-6713    ,1600-0757    ,9,0,3,2,1,0,5,7,2,0,0,0,6,1,0,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0
Permafrost and Periglacial Processes,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1530,PPP                 ,1045-6740    ,1099-1530    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Personal Relationships,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-6811,PERE                ,1350-4126    ,1475-6811    ,0,5,24,3,8,4,4,2,6,0,0,3,4,0,1,4,2,2,2,3,1,0,6,0,0,0,0,0,0,0,0
Personality and Mental Health,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1932-863X,PMH                 ,1932-8621    ,1932-863X    ,4,3,5,2,1,5,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Personnel Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-6570,PEPS                ,0031-5826    ,1744-6570    ,3,5,26,4,2,10,5,1,10,5,5,13,13,5,18,3,5,4,11,10,10,1,0,0,0,0,0,0,0,0,0
Perspectives in Healthcare Risk Management,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2040-0861a,JHRM                ,0899-1073    ,2040-0861    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Perspectives in Psychiatric Care,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-6163,PPC                 ,0031-5990    ,1744-6163    ,0,3,11,2,0,7,4,1,6,1,3,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,5
Perspectives on Sexual and Reproductive Health,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1931-2393,PSRH                ,1538-6341    ,1931-2393    ,0,1,8,3,3,2,3,3,8,6,7,4,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pest Management Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1526-4998,PS                  ,1526-498X    ,1526-4998    ,145,158,139,45,27,21,17,19,53,36,15,14,22,11,10,21,55,14,15,10,0,0,0,0,0,0,0,0,0,0,0
Pesticide Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1096-9063,PS                  ,0031-613X    ,1096-9063    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,22,1,0,5,12
Pharmaceutical Statistics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1539-1612,PST                 ,1539-1604    ,1539-1612    ,1,0,4,8,2,3,1,8,10,1,0,2,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pharmacoepidemiology and Drug Safety,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1557,PDS                 ,1053-8569    ,1099-1557    ,15,32,28,24,5,10,7,14,13,3,3,2,5,4,1,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0
Pharmacology & Toxicology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0773a,BCPT                ,0901-9928    ,1600-0773    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,5,1,3,10,0,4,0,0,0,0
Pharmacology Research & Perspectives,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2052-1707,PRP2                ,2052-1707    ,2052-1707    ,0,3,2,10,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pharmacotherapy: The Journal of Human Pharmacology and Drug Therapy,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1875-9114,PHAR                ,0277-0008    ,1875-9114    ,80,122,96,42,47,23,12,7,14,7,14,8,24,7,8,8,8,7,8,3,5,0,6,5,0,0,0,0,0,0,0
Pharmacy and Pharmacology Communications,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2042-7158a,JPHP                ,1460-8081    ,2042-7158    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
Philosophical Books,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-0149,PHIB                ,0031-8051    ,1468-0149    ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Philosophical Investigations,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9205,PHIN                ,0190-0536    ,1467-9205    ,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philosophical Issues,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1758-2237,PHIS                ,1533-6077    ,1758-2237    ,0,0,21,0,3,0,0,2,0,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Philosophical Perspectives,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1520-8583,PHPE                ,1520-8583    ,1520-8583    ,0,0,0,5,0,5,1,2,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philosophy & Public Affairs,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1088-4963,PAPA                ,0048-3915    ,1088-4963    ,0,0,18,2,6,12,4,2,2,2,0,2,6,0,2,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0
Philosophy Compass,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1747-9991,PHC3                ,1747-9991    ,1747-9991    ,30,10,25,18,25,30,11,7,2,22,55,9,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philosophy and Phenomenological Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1933-1592,PHPR                ,0031-8205    ,1933-1592    ,19,9,18,5,17,8,8,8,5,4,2,2,3,28,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Photochemistry and Photobiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-1097,PHP                 ,0031-8655    ,1751-1097    ,6,5,37,5,19,20,4,4,10,3,21,13,7,1,5,6,12,8,2,1,6,2,2,2,9,2,1,5,6,2,58
"Photodermatology, Photoimmunology & Photomedicine",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0781,PHPP                ,0905-4383    ,1600-0781    ,1,4,2,3,1,1,3,1,1,2,1,5,1,1,2,0,1,4,0,2,0,0,3,0,0,0,0,0,0,0,0
Phycological Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-1835,PRE                 ,1322-0829    ,1440-1835    ,0,0,8,0,6,0,0,0,0,0,9,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Physik in unserer Zeit,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3943,PIUZ                ,0031-9252    ,1521-3943    ,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
physica status solidi (RRL) ? Rapid Research Letters,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1862-6270,PSSR                ,1862-6254    ,1862-6270    ,17,33,20,1,17,9,15,1,0,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
physica status solidi (a),John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1862-6319,PSSA                ,1862-6300    ,1862-6319    ,60,15,39,25,25,6,4,3,40,9,6,6,9,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
physica status solidi (a),John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-396X,PSSA                ,0031-8965    ,1521-396X    ,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,10,11,5,1,8,6,6,5,8,4,2,7,116
physica status solidi (b),John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3951,PSSB                ,0370-1972    ,1521-3951    ,29,12,26,11,11,13,9,2,22,12,7,8,7,8,1,5,7,8,29,0,4,3,3,2,4,7,6,5,4,6,134
physica status solidi (c),John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1610-1642,PSSC                ,1610-1634    ,1610-1642    ,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
physica status solidi c,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1610-1642a,PSSC                ,1862-6351    ,1610-1642    ,8,0,8,3,3,13,17,3,11,7,8,18,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Physikalische BlÃ¤tter,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3722,PHBL                ,0031-9279    ,1521-3722    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
Physiologia Plantarum,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1399-3054,PPL                 ,0031-9317    ,1399-3054    ,41,47,31,21,17,46,24,12,6,14,3,23,16,15,14,20,10,5,27,6,7,5,32,7,22,9,6,14,15,26,152
Physiological Entomology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3032,PHEN                ,0307-6962    ,1365-3032    ,7,6,18,5,1,1,0,4,7,0,11,0,1,6,7,3,3,12,0,2,1,1,0,4,2,1,2,0,2,0,35
Physiological Reports,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2051-817X,PHY2                ,2051-817X    ,2051-817X    ,9,10,20,14,14,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Physiotherapy Research International,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1471-2865,PRI                 ,1358-2267    ,1471-2865    ,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Phytochemical Analysis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1565,PCA                 ,0958-0344    ,1099-1565    ,1,3,8,3,0,1,5,5,1,6,1,2,0,1,0,1,3,1,6,0,1,1,0,0,2,2,0,1,0,0,0
Phytotherapy Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1573,PTR                 ,0951-418X    ,1099-1573    ,15,3,10,11,13,15,11,4,7,8,6,12,4,7,2,1,6,4,1,1,1,0,0,2,0,0,1,0,0,1,0
Pigment Cell & Melanoma Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1755-148X,PCMR                ,1755-1471    ,1755-148X    ,12,11,23,9,8,19,4,3,16,16,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pigment Cell Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0749,PCMR                ,0893-5785    ,1600-0749    ,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,3,9,2,0,4,0,0,0,0,0,0,2,0,0,0,0
Plant Biology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1438-8677,PLB                 ,1435-8603    ,1438-8677    ,5,8,13,44,32,13,9,7,5,13,3,5,3,9,3,1,1,17,7,0,1,0,0,0,0,0,0,0,0,0,0
Plant Biotechnology Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-7652,PBI                 ,1467-7644    ,1467-7652    ,248,131,103,103,82,75,27,37,31,17,15,22,9,4,27,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant Breeding,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0523,PBR                 ,0179-9541    ,1439-0523    ,2,9,27,9,18,11,6,8,15,10,3,3,8,1,11,5,2,4,4,6,2,3,7,7,3,3,1,0,2,1,4
Plant Direct,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2475-4455,PLD3                ,2475-4455    ,2475-4455    ,1,65,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant Pathology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3059,PPA                 ,0032-0862    ,1365-3059    ,35,92,41,32,34,16,42,35,59,16,21,28,18,17,18,22,8,6,15,15,9,2,6,7,4,0,3,4,3,6,33
Plant Species Biology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1442-1984,PSBI                ,0913-557X    ,1442-1984    ,0,4,1,0,3,4,3,3,0,2,0,2,0,0,0,0,0,3,1,2,8,0,0,3,0,0,0,0,0,2,2
"Plant, Cell & Environment",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3040,PCE                 ,0140-7791    ,1365-3040    ,160,62,109,65,53,73,37,71,49,31,46,24,56,33,26,17,40,22,19,14,11,31,12,6,9,9,12,12,17,8,57
Plant/Operations Progress,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1549-4632,PRS                 ,0278-4513    ,1549-4632    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Plasma Processes and Polymers,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1612-8869,PPAP                ,1612-8850    ,1612-8869    ,14,1,2,1,10,12,2,1,6,1,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PoLAR: Political and Legal Anthropology Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1555-2934,PLAR                ,1081-6976    ,1555-2934    ,2,1,5,17,17,5,13,6,7,8,5,14,3,1,3,1,0,9,0,1,57,0,0,0,0,1,0,0,0,0,0
Poe Studies/Dark Romanticism,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1754-6095a,POES                ,1543-1789    ,1754-6095    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Polar Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-8369,POR                 ,0800-0395    ,1751-8369    ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Policy & Internet,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1944-2866,POI3                ,1944-2866    ,1944-2866    ,0,0,25,6,11,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Policy Studies Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1541-0072,PSJ                 ,0190-292X    ,1541-0072    ,6,5,8,8,3,14,15,11,9,2,4,4,2,5,15,1,5,0,5,3,0,2,2,0,0,0,0,0,0,0,0
Political Insight,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2041-9066,PINS                ,2041-9058    ,2041-9066    ,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Political Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9221,POPS                ,0162-895X    ,1467-9221    ,8,55,33,9,9,10,11,2,4,4,8,12,7,2,6,15,28,2,9,2,3,2,6,0,0,0,0,0,0,0,0
Political Science Quarterly,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1538-165X,POLQ                ,0032-3195    ,1538-165X    ,0,19,17,11,4,6,0,7,0,1,2,1,1,0,3,6,1,2,4,4,1,2,0,0,0,0,0,0,0,0,0
Political Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9248,POST                ,0032-3217    ,1467-9248    ,0,0,0,0,7,11,5,2,2,3,1,2,1,4,5,6,1,1,1,2,8,1,7,0,0,0,0,0,0,0,0
Political Studies Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1478-9302,PSR                 ,1478-9299    ,1478-9302    ,0,0,0,0,0,10,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Politics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9256,PONL                ,0263-3957    ,1467-9256    ,0,0,0,0,0,0,2,0,5,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Politics & Policy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1747-1346,POLP                ,1555-5623    ,1747-1346    ,0,2,9,13,5,5,3,3,0,4,0,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Polymer Composites,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1548-0569,PC                  ,0272-8397    ,1548-0569    ,47,12,11,5,2,6,8,6,0,5,1,3,1,2,6,0,2,2,0,7,2,1,0,2,0,0,1,0,0,0,9
Polymer Engineering & Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1548-2634,PEN                 ,0032-3888    ,1548-2634    ,27,3,7,1,15,9,2,4,2,7,3,6,4,2,9,2,0,3,5,16,12,5,3,6,8,4,14,2,3,9,111
Polymer International,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0126,PI                  ,0959-8103    ,1097-0126    ,24,20,13,9,23,10,16,13,14,8,25,7,19,5,2,9,14,9,4,5,5,6,2,2,2,1,8,4,10,0,0
Polymers for Advanced Technologies,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1581,PAT                 ,1042-7147    ,1099-1581    ,12,11,8,14,17,9,2,1,16,8,3,10,4,8,2,2,1,17,1,2,0,0,3,1,0,0,0,0,0,0,0
Population and Development Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1728-4457,PADR                ,0098-7921    ,1728-4457    ,6,7,33,12,17,8,5,9,14,9,7,2,3,11,10,6,0,6,5,3,3,0,0,0,0,0,0,0,0,0,0
PROTEOMICS,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1615-9861,PMIC                ,1615-9853    ,1615-9861    ,71,41,70,86,82,76,32,62,73,51,48,39,67,41,29,25,12,6,2,0,0,0,0,0,0,0,0,0,0,0,0
PROTEOMICS ? Clinical Applications,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1862-8354,PRCA                ,1862-8346    ,1862-8354    ,2,1,9,14,23,15,16,8,3,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Population, Space and Place",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1544-8452,PSP                 ,1544-8444    ,1544-8452    ,21,9,9,3,10,8,4,3,0,3,0,3,6,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poverty & Public Policy,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1944-2858,POP4                ,1944-2858    ,1944-2858    ,0,2,5,18,4,2,5,0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Practical Diabetes,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2047-2900,PDI                 ,2047-2897    ,2047-2900    ,0,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Practical Diabetes International,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1528-252X,PDI                 ,1357-8170    ,1528-252X    ,1,0,0,0,0,0,0,0,1,0,2,0,0,1,3,0,0,1,5,0,1,10,0,0,0,0,0,1,0,0,1
Prenatal Diagnosis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0223,PD                  ,0197-3851    ,1097-0223    ,20,16,22,9,13,14,6,7,9,3,6,6,2,3,1,4,3,3,3,4,4,1,0,1,2,1,2,1,0,1,1
Prescriber,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1931-2253,PSB                 ,0959-6682    ,1931-2253    ,1,0,6,7,3,2,3,2,6,4,1,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
