Journal Report 5 (R4),Number of Successful Full-Text Article Requests by Year-of-Publication (YOP) and Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornell University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period covered by Report:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-01 to 2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date run:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal,Publisher,Platform,Journal DOI,Proprietary Identifier,Print ISSN,Online ISSN,Articles In Press   ,YOP 2017            ,YOP 2016            ,YOP 2015            ,YOP 2014            ,YOP 2013            ,YOP 2012            ,YOP 2011            ,YOP 2010            ,YOP 2009            ,YOP 2008            ,YOP 2007            ,YOP 2006            ,YOP 2005            ,YOP 2004            ,YOP 2003            ,YOP 2002            ,YOP 2001            ,YOP 2000            ,YOP 1999            ,YOP 1998            ,YOP 1997            ,YOP 1996            ,YOP 1995            ,YOP 1994            ,YOP 1993            ,YOP 1992            ,YOP 1991            ,YOP 1990            ,YOP Pre 1990        
Psychophysiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-8986,PSYP                ,0048-5772    ,1469-8986    ,70,151,42,10,3,30,6,12,20,33,17,18,12,30,4,15,9,5,11,4,1,9,2,2,6,11,1,1,2,29
Psychotherapy and Politics International,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1556-9195,PPI                 ,1476-9263    ,1556-9195    ,0,10,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Administration,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9299,PADM                ,0033-3298    ,1467-9299    ,10,6,76,26,10,13,10,9,9,3,5,5,11,4,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0
Public Administration Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-6210,PUAR                ,0033-3352    ,1540-6210    ,21,37,32,38,37,20,54,16,35,20,4,35,57,5,13,7,6,7,26,0,0,0,0,0,0,0,0,0,0,0
Public Administration and Development,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-162X,PAD                 ,0271-2075    ,1099-162X    ,2,3,7,6,13,1,2,11,0,0,1,2,1,3,1,3,2,0,1,1,1,0,1,0,0,0,0,0,0,0
Public Budgeting & Finance,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-5850,PBAF                ,0275-1100    ,1540-5850    ,1,6,1,6,2,3,0,2,0,0,1,0,2,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5
Public Health Nursing,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1525-1446,PHN                 ,0737-1209    ,1525-1446    ,9,7,26,21,4,14,3,7,3,2,7,0,3,2,1,4,3,6,1,10,3,0,2,0,0,0,0,0,0,0
Public Policy Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-540X,NEWE                ,1744-5396    ,1744-540X    ,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QSAR & Combinatorial Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1611-0218,QSAR                ,1611-020X    ,1611-0218    ,0,0,0,0,0,0,0,0,0,1,0,4,1,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quality and Reliability Engineering International,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1638,QRE                 ,0748-8017    ,1099-1638    ,7,5,10,4,1,1,0,0,0,0,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Quantitative Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1759-7331,QUAN                ,1759-7323    ,1759-7331    ,0,5,7,6,9,9,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quarterly Journal of Experimental Physiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-445Xc,EPH                 ,0370-2901    ,1469-445X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Quarterly Journal of Experimental Physiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-445Xa,EPH                 ,0144-8757    ,1469-445X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
Quarterly Journal of Experimental Physiology and Cognate Medical Sciences,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-445Xb,EPH                 ,0033-5541    ,1469-445X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
Quarterly Journal of the Royal Meteorological Society,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1477-870X,QJ                  ,0035-9009    ,1477-870X    ,22,51,18,14,12,5,24,9,15,5,1,5,5,11,5,2,3,7,5,2,4,4,2,2,0,0,0,1,0,71
R&D Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9310,RADM                ,0033-6807    ,1467-9310    ,12,14,16,1,5,10,2,0,3,8,0,0,4,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,4
Radio Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1944-799X,RDS                 ,0048-6604    ,1944-799X    ,10,24,28,12,11,23,3,13,9,5,2,8,4,11,3,1,2,3,2,2,2,7,4,2,2,1,1,3,1,29
Random Structures & Algorithms,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2418,RSA                 ,1042-9832    ,1098-2418    ,6,7,8,0,0,1,2,0,1,0,2,1,1,1,1,4,0,5,1,0,1,0,0,1,0,1,3,0,1,0
Rapid Communications in Mass Spectrometry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0231,RCM                 ,0951-4198    ,1097-0231    ,27,48,16,8,12,17,24,37,31,34,25,26,34,38,24,13,12,8,18,7,3,3,2,2,3,3,0,3,0,5
Ratio,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9329,RATI                ,0034-0006    ,1467-9329    ,8,15,6,5,2,0,0,2,1,4,0,0,0,0,1,7,2,1,0,0,1,2,0,0,0,0,0,0,0,0
Ratio Juris,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9337,RAJU                ,0952-1917    ,1467-9337    ,0,6,3,7,2,2,2,0,1,1,1,6,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reading,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9345,LIT                 ,0034-0472    ,1467-9345    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reading Research Quarterly,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1936-2722,RRQ                 ,0034-0553    ,1936-2722    ,0,0,3,2,2,2,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Real Estate Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-6229,REEC                ,1080-8620    ,1540-6229    ,60,24,26,21,10,15,11,19,10,8,10,30,2,4,6,5,5,3,4,0,7,3,1,2,1,0,7,0,3,29
Recruiting & Retaining Adult Learners,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2155-6458,NSR                 ,2155-644X    ,2155-6458    ,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Recueil des Travaux Chimiques des Pays-Bas,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)0165-0513,RECL                ,0165-0513    ,0165-0513    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Regeneration,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2052-4412,REG2                ,2052-4412    ,2052-4412    ,1,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regional Science Policy & Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1757-7802,RSP3                ,1757-7802    ,1757-7802    ,1,5,0,1,1,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regulated Rivers: Research & Management,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1646,RRR                 ,0886-9375    ,1099-1646    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,2,3,0,1,0,2,0,3
Regulation & Governance,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-5991,REGO                ,1748-5983    ,1748-5991    ,14,7,13,16,9,14,3,18,12,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rehabilitation Nursing,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2048-7940,RNJ                 ,0278-4807    ,2048-7940    ,6,0,7,3,1,0,0,8,10,0,6,0,7,0,5,7,0,1,1,0,2,2,0,0,0,0,0,1,0,1
Religion Compass,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1749-8171,REC3                ,1749-8171    ,1749-8171    ,0,0,10,9,11,23,18,21,14,27,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Religious Studies Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-0922,RSR                 ,0319-485X    ,1748-0922    ,0,36,26,16,10,12,15,11,18,15,7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Remediation Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6831,REM                 ,1051-5658    ,1520-6831    ,0,9,1,3,0,4,0,0,5,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Remote Sensing in Ecology and Conservation,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2056-3485,RSE2                ,2056-3485    ,2056-3485    ,37,15,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renaissance Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1477-4658,REST                ,0269-1213    ,1477-4658    ,5,3,10,8,8,6,5,8,0,3,2,8,8,3,0,11,0,1,0,6,8,0,0,1,0,0,0,0,8,6
Reproduction in Domestic Animals,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0531,RDA                 ,0936-6768    ,1439-0531    ,57,153,61,50,61,37,117,25,67,61,52,16,13,11,13,19,4,3,0,2,2,0,1,0,0,1,0,0,0,0
Reproductive Medicine and Biology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1447-0578,RMB2                ,1445-5781    ,1447-0578    ,0,13,5,1,2,1,0,3,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Synthesis Methods,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1759-2887,JRSM                ,1759-2879    ,1759-2887    ,28,12,10,13,6,6,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research World,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2330-4448,RWM3                ,1567-3073    ,2330-4448    ,0,9,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research and Practice in Thrombosis and Haemostasis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2475-0379,RTH2                ,2475-0379    ,2475-0379    ,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research in Nursing & Health,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-240X,NUR                 ,0160-6891    ,1098-240X    ,9,3,4,12,19,10,6,1,4,1,1,3,5,6,0,1,5,7,3,0,0,1,1,2,2,0,1,0,1,5
Resource Geology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-3928,RGE                 ,1344-1698    ,1751-3928    ,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Respirology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-1843,RESP                ,1323-7799    ,1440-1843    ,46,69,63,21,18,32,16,18,12,12,17,17,23,2,4,19,9,4,3,2,0,0,2,0,0,0,0,0,0,0
Respirology Case Reports,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2051-3380,RCR2                ,2051-3380    ,2051-3380    ,0,1,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Restoration Ecology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1526-100X,REC                 ,1061-2971    ,1526-100X    ,44,39,22,19,9,11,7,27,34,2,20,13,7,20,16,4,8,9,13,9,7,4,5,0,0,0,0,0,0,0
Review of Agricultural Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9353,RAEC                ,1058-7195    ,1467-9353    ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Review of Behavioral Finance,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1940-5987,RBF                 ,1940-5979    ,1940-5987    ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Review of Development Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9361,RODE                ,1363-6669    ,1467-9361    ,46,32,20,11,4,11,24,6,9,7,4,2,7,6,2,3,0,1,1,0,1,2,0,0,0,0,0,0,0,0
Review of Education,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2049-6613,REV3                ,2049-6613    ,2049-6613    ,6,4,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Review of European Community & International Environmental Law,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9388,REEL                ,0962-8797    ,1467-9388    ,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Review of European, Comparative & International Environmental Law",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2050-0394,REEL                ,2050-0386    ,2050-0394    ,0,4,6,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Review of Income and Wealth,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-4991,ROIW                ,0034-6586    ,1475-4991    ,11,10,6,15,13,3,3,5,1,11,4,3,3,2,1,7,7,0,0,1,0,1,1,0,0,1,0,0,0,3
Review of International Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9396,ROIE                ,0965-7576    ,1467-9396    ,0,9,11,9,0,6,11,7,7,0,1,0,0,3,1,1,0,0,0,9,1,1,0,1,1,0,0,0,0,0
Review of Policy Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1541-1338,ROPR                ,1541-132X    ,1541-1338    ,21,30,12,6,15,15,10,7,3,1,5,6,5,2,6,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1
Review of Progress in Coloration and Related Topics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1478-4408a,COTE                ,0557-9325    ,1478-4408    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Review of Urban & Regional Development Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-940X,RURD                ,0917-0553    ,1467-940X    ,0,1,2,1,0,0,1,0,0,2,0,0,1,0,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0
Reviews in Aquaculture,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1753-5131,RAQ                 ,1753-5123    ,1753-5131    ,26,2,11,7,3,7,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reviews in Medical Virology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1654,RMV                 ,1052-9276    ,1099-1654    ,9,19,10,8,11,4,6,3,2,2,2,3,1,4,1,1,2,2,0,0,0,1,0,0,1,0,0,0,0,0
Reviews in Religion & Theology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9418,RIRT                ,1350-7303    ,1467-9418    ,0,29,10,3,3,0,4,0,0,1,0,4,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Reviews of Geophysics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1944-9208,ROG                 ,8755-1209    ,1944-9208    ,33,11,20,24,6,3,26,3,7,9,7,14,0,0,2,4,16,4,6,3,7,7,6,13,1,7,4,4,3,57
Revista Internacional de Seguridad Social,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1752-1734,ISSS                ,0250-605X    ,1752-1734    ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Revista Internacional del Trabajo,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1564-9148,ILRS                ,0378-5548    ,1564-9148    ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Revue Romane,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0811,RRO                 ,0035-3906    ,1600-0811    ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Revue internationale de sÃ©curitÃ© sociale,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1752-1718,ISSF                ,0379-0312    ,1752-1718    ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Revue internationale du Travail,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1564-9121,ILRF                ,0378-5599    ,1564-9121    ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Risk Analysis,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1539-6924,RISA                ,0272-4332    ,1539-6924    ,82,202,104,68,55,66,81,18,19,37,24,21,32,54,41,28,20,13,13,5,6,6,2,6,7,12,1,9,8,17
Risk Management and Insurance Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-6296,RMIR                ,1098-1616    ,1540-6296    ,0,0,23,0,1,9,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Risk, Hazards & Crisis in Public Policy",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1944-4079,RHC3                ,1944-4079    ,1944-4079    ,0,9,9,0,10,13,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
River Research and Applications,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1535-1467,RRA                 ,1535-1459    ,1535-1467    ,18,23,16,9,16,4,17,5,6,3,5,1,7,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Rural Sociology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1549-0831,RUSO                ,0036-0112    ,1549-0831    ,127,52,22,9,15,18,15,4,33,6,6,3,7,7,6,3,4,6,1,1,2,2,4,1,0,0,0,0,0,0
SID Symposium Digest of Technical Papers,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2168-0159,SDTP                ,0097-966X    ,2168-0159    ,0,221,14,21,1,6,4,3,1,2,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Scandinavian Journal of Caring Sciences,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1471-6712,SCS                 ,0283-9318    ,1471-6712    ,12,2,13,13,4,10,0,2,0,2,4,0,1,3,2,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0
Scandinavian Journal of Haematology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0609a,EJH                 ,0036-553X    ,1600-0609    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Scandinavian Journal of Immunology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3083,SJI                 ,0300-9475    ,1365-3083    ,17,18,31,11,31,14,23,17,17,11,18,9,11,9,19,16,14,17,6,16,4,5,8,0,0,2,0,8,0,19
Scandinavian Journal of Medicine & Science in Sports,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0838,SMS                 ,0905-7188    ,1600-0838    ,46,58,15,37,25,22,6,23,23,16,9,6,3,10,3,4,1,0,3,0,0,7,2,1,0,3,0,1,0,0
Scandinavian Journal of Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9450,SJOP                ,0036-5564    ,1467-9450    ,2,12,31,10,13,4,1,2,0,5,17,1,1,1,1,7,2,1,1,1,0,3,3,0,1,2,0,3,0,9
Scandinavian Journal of Statistics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9469,SJOS                ,0303-6898    ,1467-9469    ,8,18,1,6,3,4,4,1,0,3,6,5,4,2,0,6,5,1,0,1,1,0,0,0,0,0,0,0,0,0
Scandinavian Political Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9477,SCPS                ,0080-6757    ,1467-9477    ,1,0,5,2,2,0,5,7,1,2,0,18,1,0,0,4,0,6,0,0,1,0,0,0,0,0,0,0,0,0
Scanning,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1932-8745,SCA                 ,0161-0457    ,1932-8745    ,0,0,7,3,5,2,7,1,2,1,1,7,6,1,3,3,3,2,2,2,3,5,8,1,0,0,0,0,0,0
School Science and Mathematics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1949-8594,SSM                 ,0036-6803    ,1949-8594    ,0,2,14,1,5,1,3,3,0,0,2,2,2,0,0,0,2,1,2,5,1,0,0,0,0,0,0,0,0,0
Science Education,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-237X,SCE                 ,0036-8326    ,1098-237X    ,1,24,7,24,25,16,9,14,5,6,5,4,2,6,15,0,1,4,5,1,1,2,0,0,2,0,1,0,2,32
Science News,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1943-0930,SCIN                ,0036-8423    ,1943-0930    ,0,0,0,4,123,3,5,0,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Journal of Political Economy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9485,SJPE                ,0036-9292    ,1467-9485    ,0,1,4,1,4,1,6,2,1,0,0,10,0,1,2,4,0,4,2,0,3,0,1,1,1,0,2,0,0,20
Security and Communication Networks,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1939-0122,SEC                 ,1939-0114    ,1939-0122    ,0,0,12,8,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sedimentology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3091,SED                 ,0037-0746    ,1365-3091    ,8,3,7,0,1,1,0,0,1,5,0,0,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
Seminars in Dialysis,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1525-139X,SDI                 ,0894-0959    ,1525-139X    ,38,49,32,36,24,17,14,15,6,8,4,12,17,10,2,10,2,9,4,3,1,0,0,0,0,0,2,1,1,3
Seminars in Surgical Oncology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2388,SSU                 ,8756-0437    ,1098-2388    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1
Sensors Update,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1616-8984,SEUP                ,1432-2404    ,1616-8984    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sexual Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2050-1161,SM2                 ,2050-1161    ,2050-1161    ,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sexual Medicine Reviews,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2050-0521,SMRJ                ,2050-0513    ,2050-0521    ,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal Transduction,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1615-4061,SITA                ,1615-4053    ,1615-4061    ,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Significance,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1740-9713,SIGN                ,1740-9705    ,1740-9713    ,0,119,65,15,15,7,15,4,4,3,3,3,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore Journal of Tropical Geography,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9493,SJTG                ,0129-7619    ,1467-9493    ,3,23,21,2,26,5,3,9,1,2,9,1,9,4,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0
Single Molecules,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1438-5171,SIMO                ,1438-5163    ,1438-5171    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0
Skandinavisches Archiv FÃ¼r Physiologie,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-1716a,APHA                ,0370-839X    ,1748-1716    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Skin Research and Technology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0846,SRT                 ,0909-752X    ,1600-0846    ,21,10,11,11,13,7,4,6,4,4,9,4,1,6,10,1,2,7,1,0,1,1,0,1,0,0,0,0,0,0
Sleep and Biological Rhythms,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1479-8425,SBR                 ,1446-9235    ,1479-8425    ,0,0,0,1,0,5,2,2,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1613-6829,SMLL                ,1613-6810    ,1613-6829    ,465,1246,361,247,146,95,147,158,103,156,68,64,46,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Methods,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2366-9608,SMTD                ,2366-9608    ,2366-9608    ,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social Anthropology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-8676,SOCA                ,0964-0282    ,1469-8676    ,0,26,23,19,16,18,34,8,13,21,7,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social Development,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9507,SODE                ,0961-205X    ,1467-9507    ,12,4,5,11,4,6,2,10,3,6,8,0,8,2,2,0,3,8,6,1,1,2,0,1,0,0,0,0,0,0
