Last Updated,02/10/18,.,WILEY CONFIDENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wiley Online Library Journals List  2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Code used by Wiley ,ISSN,eSSN,Title,Price,2017 Usage,Cost per use,FTE Band (if applicable),Journal DOI,Wiley  Online Library URL,General Subject Category,Primary Subject Area,Media,External notes PRICING,POD availability,Online Open,Included in Database Model,Full Collection,STM Collection,SSH Collection,Medicine & Nursing Collection,Not in any Standard Collections,R4L Collection,INASP Collection,Collection Start year/Start year for Current Sub,Collection Start Volume/Start Vol for current Sub,Current Year Volume,Current Year Issue,Backfile Start Year,Backfile Start Volume,Backfile Start Issue,Backfile End Year,Backfile End Volume,Backfile End Issue,Society Name,2018 Impact Factor,
CURA,0011-3069,2151-6952,CURATORTHE MUSEUM JOURNAL,429,79,$5.43,,10.1111/(ISSN)2151-6952,https://onlinelibrary.wiley.com/journal/21516952,Art & Applied Arts,Museum & Heritage Studies,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,40,62,4,1958,1,1,1996,39,4,,,
CURT,1355-4905,1467-8748,CURTIS'S BOTANICAL MAGAZINE,1084,6,$180.67,,10.1111/(ISSN)1467-8748,https://onlinelibrary.wiley.com/journal/14678748,Life Sciences,Plant Science,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,14,36,4,1984,1,1,1996,13,4,Royal Botanic Gardens Kew,,
CVJ,0160-7960,2161-007X,COUNSELING AND VALUES,146,4,$36.50,,10.1002/(ISSN)2161-007X,https://onlinelibrary.wiley.com/journal/2161007X,Psychology,Psychotherapy & Counseling,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,55,64,2,1956,VOL. 1,1,1996,41,1,American Counseling Association (ACA),,
CWE,1671-2234,1749-124X,CHINA AND WORLD ECONOMY,721,57,$12.65,,10.1111/(ISSN)1749-124X,https://onlinelibrary.wiley.com/journal/1749124X,"Business, Economics, Finance & Accounting",General & Introductory Economics,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,2006,14,27,6,,,,,,,"Institute of World Economics and Politics, Chinese Academy of Social Sciences",0.770,
CXO,0816-4622,1444-0938,CLINICAL AND EXPERIMENTAL OPTOMETRY,553,0,#DIV/0!,,10.1111/(ISSN)1444-0938,https://onlinelibrary.wiley.com/journal/14440938,Medicine,Optometry,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,80,102,6,1919,VOL. 1,,1996,,,Hong Kong Society of Professional Optometrists,1.256,
CYT,0956-5507,1365-2303,CYTOPATHOLOGY,1796,100,$17.96,,10.1111/(ISSN)1365-2303,https://onlinelibrary.wiley.com/journal/13652303,Medicine,Pathology,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,8,30,6,1990,VOL. 1,1,1996,7,6,British Society for Clinical Cytology (BSCC),1.761,
CYTB,1552-4949,1552-4957,CYTOMETRY PART B:CLINICAL CYTOMETRY,#N/A,292,#N/A,,10.1002/(ISSN)1552-4957,https://onlinelibrary.wiley.com/journal/15524957,Life Sciences,Cell & Molecular Biology,Print & Online,Part title  ,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,,,96,6,,,,,,,International Clinical Cytometry Society,,
CYTO,1552-4922,1552-4930,CYTOMETRY PART A,#N/A,423,#N/A,,10.1002/(ISSN)1552-4930,https://onlinelibrary.wiley.com/journal/15524957,Life Sciences,Cell & Molecular Biology,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,27,95,12,,,,,,,International Society for Advancement of Cytometry,3.222,
DA,1091-4269,1520-6394,DEPRESSION AND ANXIETY,1445,481,$3.00,,10.1002/(ISSN)1520-6394,https://onlinelibrary.wiley.com/journal/15206394,Medicine,Psychiatry,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1996,4,36,12,,,,,,,,4.971,
DAC,1074-5351,1099-1131,INTERNATIONAL JOURNAL OF COMMUNICATION SYSTEMS,4266,0,#DIV/0!,,10.1002/(ISSN)1099-1131,https://onlinelibrary.wiley.com/journal/10991131,Physical Sciences & Engineering,Communication Technology,Online,E-only title,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1996,9,32,18,1988,VOL. 1,1,1995,8,6,,1.099,
DAP,1527-6562,1943-7587,DEAN & PROVOST,4001,24,$166.71,,10.1002/(ISSN)1943-7587,https://onlinelibrary.wiley.com/journal/19437587,Social & Behavioral Sciences,Higher Education General,Print & Online,,,No,Yes,Full Collection,,SSH Collection,,,,INASP Collection,2008,9,21,12,,,,,,,,,
DAR,0959-5236,1465-3362,DRUG AND ALCOHOL REVIEW,3285,1,"$3,285.00",,10.1111/(ISSN)1465-3362,https://onlinelibrary.wiley.com/journal/14653362,"Nursing, Dentistry & Healthcare",Addiction,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,16,38,7,1982,VOL. 1,1,1996,15,4,Australasian Professional Society on Alcohol and other Drugs,2.822,
DC,8755-1039,1097-0339,DIAGNOSTIC CYTOPATHOLOGY,4175,541,$7.72,,10.1002/(ISSN)1097-0339,https://onlinelibrary.wiley.com/journal/10970339,Medicine,Pathology,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1996,14,47,12,1985,VOL. 1,1,1995,13,5,,0.980,
DCH,1049-3255,1936-4393,THE DEPARTMENT CHAIR,1708,18,$94.89,,10.1002/(ISSN)1936-4393,https://onlinelibrary.wiley.com/journal/19364393,Social & Behavioral Sciences,"Leadership, Administration & Policy (Higher Education)",Print & Online,,,No,Yes,Full Collection,,SSH Collection,,,,INASP Collection,2007,18,30,4,,,,,,,,,
DDG,1610-0379,1610-0387,JOURNAL DER DEUTSCHEN DERMATOLOGISCHEN GESELLSCHAFT,1355,229,$5.92,,10.1111/(ISSN)1610-0387,https://onlinelibrary.wiley.com/journal/16100387,Medicine,Dermatology,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,2003,1,17,12,,,,,,,Deutsche Dermatologische Gesellschaft,1.403,
DDR,0272-4391,1098-2299,DRUG DEVELOPMENT RESEARCH,10491,107,$98.05,,10.1002/(ISSN)1098-2299,https://onlinelibrary.wiley.com/journal/10982299,Medicine,Pharmacology & Pharmaceutical Medicine,Online,2019 E-Only Title,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1996,37,80,8,1981,VOL. 1,1,1995,36,4,,1.909,
DECH,0012-155X,1467-7660,DEVELOPMENT AND CHANGE,1325,476,$2.78,,10.1111/(ISSN)1467-7660,https://onlinelibrary.wiley.com/journal/14677660,Social & Behavioral Sciences,General & Introductory Development Studies,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,28,50,6,1970,VOL. 1,1,1996,27,4,Institute of Social Studies,1.353,
DECI,0011-7315,1540-5915,DECISION SCIENCES,#N/A,108,#N/A,,10.1111/(ISSN)1540-5915,https://onlinelibrary.wiley.com/journal/15405915,"Business, Economics, Finance & Accounting",Decision Sciences,Online,E-only title,Yes,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,28,50,6,1970,VOL. 1,1-2,1996,27,4,Decision Sciences Institute,1.595,
DEN,0915-5635,1443-1661,DIGESTIVE ENDOSCOPY,1377,140,$9.84,,10.1111/(ISSN)1443-1661,https://onlinelibrary.wiley.com/journal/14431661,Medicine,Endoscopy,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,9,31,7,1989,VOL. 1,1,1996,8,4,Japan Gastroenterological Endoscopy Society,3.238,
DESC,1363-755X,1467-7687,DEVELOPMENTAL SCIENCE,1875,706,$2.66,,10.1111/(ISSN)1467-7687,https://onlinelibrary.wiley.com/journal/14677687,Psychology,Developmental Psychology,Online,E-only title,,Yes,Yes,Full Collection,,SSH Collection,Medicine & Nursing Collection,,,INASP Collection,1998,1,22,6,,,,,,,,4.604,
DEV,0012-1630,1098-2302,DEVELOPMENTAL PSYCHOBIOLOGY,4510,350,$12.89,,10.1002/(ISSN)1098-2302,https://onlinelibrary.wiley.com/journal/10982302,Psychology,Developmental Psychology,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1996,29,61,9,1968,VOL. 1,1,1995,28,8,,2.392,
DEVE,0012-1533,1746-1049,THE DEVELOPING ECONOMIES,315,68,$4.63,,10.1111/(ISSN)1746-1049,https://onlinelibrary.wiley.com/journal/17461049,"Business, Economics, Finance & Accounting",Economic Development,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,35,57,4,1962,VOL. 1,,1996,,,Institute of Developing Economies,0.481,
DEWB,1471-8731,1471-8847,DEVELOPING WORLD BIOETHICS,#N/A,49,#N/A,,10.1111/(ISSN)1471-8847,https://onlinelibrary.wiley.com/journal/14718847,Humanities,Bioethics & Medical Ethics,Print & Online,Free title on a bundle.,,Yes,Yes,Full Collection,,SSH Collection,Medicine & Nursing Collection,,,INASP Collection,2001,1,19,4,,,,,,,International Association of Bioethics,0.898,
DGD,0012-1592,1440-169X,"DEVELOPMENT, GROWTH & DIFFERENTIATION",2334,336,$6.95,,10.1111/(ISSN)1440-169X,https://onlinelibrary.wiley.com/journal/1440169X,Medicine,Embryology,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,39,61,9,,,,,,,Japanese Society of Developmental Biologists,,
DHE,1086-1335,1943-8001,DISABILITY COMPLIANCE FOR HIGHER EDUCATION,4049,20,$202.45,,10.1002/(ISSN)1943-8001,https://onlinelibrary.wiley.com/journal/19438001,Social & Behavioral Sciences,Higher Education General,Print & Online,,,No,Yes,Full Collection,,SSH Collection,,,,INASP Collection,2008,13,24,12,,,,,,,,,
DIAL,0012-2033,1540-6385,DIALOG,380,20,$19.00,,10.1111/(ISSN)1540-6385,https://onlinelibrary.wiley.com/journal/15406385,Humanities,Contemporary Theology,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,2000,39,58,4,,,,,,,Dialog Inc,,
DIS,1753-2086,2050-3024,BREWER AND DISTILLER INTERNATIONAL,332,#N/A,#N/A,,10.1002/(ISSN)2050-3024,www.ibd.org.uk,"Agriculture, Aquaculture & Food Science",General & Introductory Food Science & Technology,Print,,,No,No,,,,,Not in any Standard Collection,,,,,15,12,,,,,,,The Institute of Brewing & Distilling,,
DISA,0361-3666,1467-7717,DISASTERS,1056,108,$9.78,,10.1111/(ISSN)1467-7717,https://onlinelibrary.wiley.com/journal/14677717,Social & Behavioral Sciences,General & Introductory Development Studies,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,21,43,4,1977,VOL. 1,1,1996,20,4,Overseas Development Institute,1.255,
DLTC,0012-2017,1746-8361,DIALECTICA,706,18,$39.22,,10.1111/(ISSN)1746-8361,https://onlinelibrary.wiley.com/journal/17468361,Humanities,Analytic Philosophy,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,51,73,4,1947,VOL. 1,1,1996,50,4,The Editorial Board of dialectica,,
DMCN,0012-1622,1469-8749,DEVELOPMENTAL MEDICINE & CHILD NEUROLOGY,876,530,$1.65,,10.1111/(ISSN)1469-8749,https://onlinelibrary.wiley.com/journal/14698749,Medicine,Neurology,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,39,61,12,1958,1,1,1996,38,12,American Academy for Cerebral Palsy and Developmental Medicine,3.116,
DME,0742-3071,1464-5491,DIABETIC MEDICINE,3627,26,$139.50,,10.1111/(ISSN)1464-5491,https://onlinelibrary.wiley.com/journal/14645491,Medicine,Diabetes,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,14,36,13,1984,VOL. 1,1,1996,13,12,Diabetes UK,3.054,
DMFR,0250-832X,1476-542X,DENTOMAXILLOFACIAL RADIOLOGY,1120,#N/A,#N/A,FTE-Small,10.1259/(ISSN)1476-542X,https://onlinelibrary.wiley.com/journal/1476542X,Medicine,Radiology & Imaging,Print & Online,,,Yes,Yes,,,,,Not in any Standard Collection,,,1997,26,48,8,,,,,,,,,
DMJ,1942-5074,1948-7177,DESIGN MANAGEMENT JOURNAL,#N/A,0,#N/A,,10.1111/(ISSN)1948-7177,https://onlinelibrary.wiley.com/journal/19487177,Art & Applied Arts,Design History & Theory,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,2000,1,14,1,,,,,,,DESIGN MANAGEMENT INSTITUTE (DMI),,
DMRR,1520-7552,1520-7560,DIABETES/METABOLISM RESEARCH AND REVIEWS,1488,22,$67.64,,10.1002/(ISSN)1520-7560,https://onlinelibrary.wiley.com/journal/15207560,Medicine,Diabetes,Online,E-only title,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1999,15,35,9,1985,1,1,1996,12,12,,3.263,
DOM,1462-8902,1463-1326,DIABETES OBESITY & METABOLISM,1789,616,$2.90,,10.1111/(ISSN)1463-1326,https://onlinelibrary.wiley.com/journal/14631326,Medicine,Diabetes,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1999,1,21,13,,,,,,,,6.715,
DOME,1060-4367,1949-3606,DIGEST OF MIDDLE EAST STUDIES,#N/A,24,#N/A,,10.1111/(ISSN)1949-3606,https://onlinelibrary.wiley.com/journal/19493606,Social & Behavioral Sciences,Middle Eastern Politics,Online,Free title on a bundle.,Yes,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,6,28,2,1992,1,1,1996,5,4,Policy Studies Organization,,
DPR,0950-6764,1467-7679,DEVELOPMENT POLICY REVIEW,1171,196,$5.97,,10.1111/(ISSN)1467-7679,https://onlinelibrary.wiley.com/journal/14677679,Social & Behavioral Sciences,General & Introductory Development Studies,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,15,37,6,1966,VOL. A1,1,1996,14,4,Overseas Development Institute,0.700,
DREV,1557-0614,1948-7169,DESIGN MANAGEMENT REVIEW,#N/A,1,#N/A,,10.1111/(ISSN)1948-7169,https://onlinelibrary.wiley.com/journal/19487169,Art & Applied Arts,Design History & Theory,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,8,30,4,1989,VOL. 1,1,1996,7,4,DESIGN MANAGEMENT INSTITUTE (DMI),,
DSJI,1540-4595,1540-4609,DECISION SCIENCES JOURNAL OF INNOVATIVE EDUCATION,#N/A,30,#N/A,,10.1111/(ISSN)1540-4609,https://onlinelibrary.wiley.com/journal/15404609,"Business, Economics, Finance & Accounting",Decision Sciences,Online,Free title on a bundle.,Yes,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,2003,1,17,4,,,,,,,Decision Sciences Institute,,
DTA,1942-7603,1942-7611,DRUG TESTING AND ANALYSIS,3171,239,$13.27,FTE-Small,10.1002/(ISSN)1942-7611,https://onlinelibrary.wiley.com/journal/19427611,Chemistry,Analytical Chemistry,Print & Online,,,Yes,Yes,,,,,Not in any Standard Collection,,,2008,1,11,12,,,,,,,,2.859,
DTH,1396-0296,1529-8019,DERMATOLOGIC THERAPY,1576,255,$6.18,,10.1111/(ISSN)1529-8019,https://onlinelibrary.wiley.com/journal/15298019,Medicine,Dermatology,Online,E-only title,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,2000,13,32,6,,,,,,,,1.093,
DVDY,1058-8388,1097-0177,DEVELOPMENTAL DYNAMICS,10241,1710,$5.99,,10.1002/(ISSN)1097-0177,https://onlinelibrary.wiley.com/journal/10970177,Life Sciences,Developmental Biology,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1996,205,248,12,1901,VOL. 1,1,1991,204,4,American Association of Anatomists,2.004,
DVG,1526-954X,1526-968X,GENESIS: THE JOURNAL OF GENETICS AND DEVELOPMENT,4569,28,$163.18,,10.1002/(ISSN)1526-968X,https://onlinelibrary.wiley.com/journal/1526968X,Life Sciences,Developmental Biology,Online,E-only title,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1996,18,57,12,1979,VOL. 1,1,1995,17,4,,2.165,
DYS,1076-9242,1099-0909,DYSLEXIA,753,10,$75.30,,10.1002/(ISSN)1099-0909,https://onlinelibrary.wiley.com/journal/10990909,Social & Behavioral Sciences,Reading & Dyslexia,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1996,2,25,4,,,,,,,,1.390,
E278,,2572-8288,VIETNAM JOURNAL OF CHEMISTRY,#N/A,0,#N/A,,10.1002/(ISSN)2572-8288,https://onlinelibrary.wiley.com/journal/25728288,Chemistry,General & Introductory Chemistry,Online,E-only title,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1996,32,57,6,,,,,,,Vietnam Acadamy of Science and Technology,,
E298,,2195-1071,ADVANCED OPTICAL MATERIALS ,#N/A,404,#N/A,FTE-Small,10.1002/(ISSN)2195-1071,https://onlinelibrary.wiley.com/journal/21951071,Physical Sciences & Engineering,General & Introductory Materials Science,Online,E-only title,,Yes,Yes,,,,,Not in any Standard Collection,,,2013,1,7,24,,,,,,,,7.430,
E313,,2366-3987,ADVANCED THERAPEUTICS,#N/A,0,#N/A,,10.1002/(ISSN)2366-3987,https://onlinelibrary.wiley.com/journal/23663987,Medicine,Pharmacology & Pharmaceutical Medicine,Online,E-only title,,Yes,Yes,,,,,Not in any Standard Collection,,,2018,1,2,12,,,,,,,,,
E326,,2196-9744,CHEMBIOENG REVIEWS  ,#N/A,68,#N/A,FTE-Small,10.1002/(ISSN)2196-9744,https://onlinelibrary.wiley.com/journal/21969744,Chemistry,General & Introductory Chemical Engineering,Online,E-only title,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,2014,1,6,6,,,,,,,Gesellschaft Deutscher Chemiker,,
E343,,2513-0390,ADVANCED THEORY AND SIMULATIONS,#N/A,0,#N/A,,10.1002/(ISSN)2513-0390,https://onlinelibrary.wiley.com/journal/25130390,Physical Sciences & Engineering,"Theory, Modeling & Simulation",Online,E-only title,,Yes,Yes,,,,,Not in any Standard Collection,,,2018,1,2,12,,,,,,,,,
E434,1001-604X,1614-7065,CHINESE JOURNAL OF CHEMISTRY,#N/A,#N/A,#N/A,,10.1002/(ISSN)1614-7065,https://onlinelibrary.wiley.com/journal/16147065,Chemistry,General & Introductory Chemistry,Online,E-only title. ,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,2005,23,37,12,1983,VOL. 1,1,1996,22,12,"Shanghai Institute of Organic Chemistry, Chinese Academy of Sciences",1.872,
E511,,2510-5345,IMMUNOMEDICINE,#N/A,0,#N/A,,10.1002/(ISSN)2510-5345,https://onlinelibrary.wiley.com/journal/25105345,Medicine,Clinical Immunology,Online,E-only title,,No,Yes,,,,,Not in any Standard Collection,,,2018,1,2,6,,,,,,,,,
E555,,2573-1815,SEPARATION SCIENCE PLUS,#N/A,0,#N/A,,10.1002/(ISSN)2573-1815,https://onlinelibrary.wiley.com/journal/25731815,Chemistry,Chromatography / Separation Techniques,Online,E-only title,,Yes,Yes,,,,,Not in any Standard Collection,,,2018,1,2,12,,,,,,,,,
E570,,2570-4206,CHEMSYSTEMSCHEM,#N/A,#N/A,#N/A,,10.1002/(ISSN)2570-4206,https://onlinelibrary.wiley.com/journal/25704206,,,Online,2019 New Start - E-only title Opt out ,,Yes,Yes,,,,,Not in any Standard Collection,,,2019,1,1,12,,,,,,,,,
E688,,2192-6506,CHEMPLUSCHEM,#N/A,96,#N/A,,10.1002/(ISSN)2192-6506,https://onlinelibrary.wiley.com/journal/21926506,Chemistry,General & Introductory Chemistry,Online,E-only title,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,2012,77,84,12,,,,,,,ChemPubSoc Europe,3.205,
E701,,2196-0216,CHEMELECTROCHEM  ,#N/A,323,#N/A,FTE-Small,10.1002/(ISSN)2196-0216,https://onlinelibrary.wiley.com/journal/21960216,Chemistry,Electrochemistry,Online,E-only title,,Yes,Yes,,,,,Not in any Standard Collection,,,2014,1,6,24,,,,,,,ChemPubSoc Europe,4.446,
E706,,2196-7350,ADVANCED MATERIALS INTERFACES ,#N/A,748,#N/A,FTE-Small,10.1002/(ISSN)2196-7350,https://onlinelibrary.wiley.com/journal/21967350,Physical Sciences & Engineering,"Thin Films, Surfaces & Interfaces",Online,E-only title,,Yes,Yes,,,,,Not in any Standard Collection,,,2014,1,6,24,,,,,,,,4.834,
E707,,2199-160X,ADVANCED ELECTRONIC MATERIALS  ,#N/A,280,#N/A,FTE-Small,10.1002/(ISSN)2199-160X,https://onlinelibrary.wiley.com/journal/2199160X,Physical Sciences & Engineering,Electronic Materials,Online,E-only title,,Yes,Yes,,,,,Not in any Standard Collection,,,2015,1,5,12,,,,,,,,4.193,
E761,,2199-692X,CHEMNANOMAT,#N/A,73,#N/A,FTE-Small,10.1002/(ISSN)2199-692X,https://onlinelibrary.wiley.com/journal/2199692X,Physical Sciences & Engineering,Nanochemistry,Online,E-only title,,Yes,Yes,,,,,Not in any Standard Collection,,,2015,1,5,12,,,,,,,ChemPubSoc Europe,3.173,
E762,,1229-5949,BULLETIN OF THE KOREAN CHEMICAL SOCIETY ,#N/A,98,#N/A,,10.1002/(ISSN)1229-5949,https://onlinelibrary.wiley.com/journal/12295949,Chemistry,General & Introductory Chemistry,Online,E-only title,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,2015,36,40,12,,,,,,,Korean Chemical Society,0.522,
E766,,2365-6549,CHEMISTRYSELECT,#N/A,297,#N/A,FTE-Small,10.1002/(ISSN)2365-6549,https://onlinelibrary.wiley.com/journal/23656549,Chemistry,General & Introductory Chemistry,Online,E-only title,,Yes,Yes,,,,,Not in any Standard Collection,,,2016,1,4,48,,,,,,,ChemPubSoc Europe,1.505,
E767,,2365-709X,ADVANCED MATERIALS TECHNOLOGIES,#N/A,202,#N/A,FTE-Small,10.1002/(ISSN)2365-709X,https://onlinelibrary.wiley.com/journal/2365709X,Physical Sciences & Engineering,General & Introductory Materials Science,Online,E-only title,,Yes,Yes,,,,,Not in any Standard Collection,,,2016,01,4,12,,,,,,,,4.622,
E768,,2367-0932,CHEMPHOTOCHEM,#N/A,29,#N/A,FTE-Small,10.1002/(ISSN)2367-0932,https://onlinelibrary.wiley.com/journal/23670932,Chemistry,Photochemistry,Online,,,Yes,Yes,,,,,Not in any Standard Collection,,,2017,1,3,12,,,,,,,ChemPubSoc Europe,,
E769,,2366-7486,ADVANCED SUSTAINABLE SYSTEMS,#N/A,52,#N/A,FTE-Small,10.1002/(ISSN)2366-7486,https://onlinelibrary.wiley.com/journal/23667486,"Earth, Space & Environmental Sciences",General & Introductory Environmental Studies,Online,E-only title,,Yes,Yes,,,,,Not in any Standard Collection,,,2017,1,3,12,,,,,,,,,
E770,,2366-9608,SMALL METHODS,#N/A,70,#N/A,FTE-Small,10.1002/(ISSN)2366-9608,https://onlinelibrary.wiley.com/journal/23669608,Physical Sciences & Engineering,General & Introductory Materials Science,Online,E-only title,,Yes,Yes,,,,,Not in any Standard Collection,,,2017,1,3,12,,,,,,,,,
E771,,2366-7478,ADVANCED BIOSYSTEMS,#N/A,181,#N/A,FTE-Small,10.1002/(ISSN)2366-7478,https://onlinelibrary.wiley.com/journal/23667478,Life Sciences,General & Introductory Life Sciences,Online,E-only title,,Yes,Yes,,,,,Not in any Standard Collection,,,2017,1,3,12,,,,,,,,,
E772,,2367-198X,SOLAR RRL,#N/A,37,#N/A,FTE-Small,10.1002/(ISSN)2367-198X,https://onlinelibrary.wiley.com/journal/2367198X,Physical Sciences & Engineering,General & Introductory Materials Science,Online,E-only title,,Yes,Yes,,,,,Not in any Standard Collection,,,2017,1,3,12,,,,,,,,,
E774,,2509-7075,CE/PAPERS,#N/A,9,#N/A,,10.1002/(ISSN)2509-7075,https://onlinelibrary.wiley.com/journal/25097075,Physical Sciences & Engineering,General & Introductory Civil Engineering & Construction,Online,E-only title,,No,Yes,Full Collection,STM Collection,,,,,INASP Collection,2017,1,3,5,,,,,,,,,
E811,,2566-6223,BATTERIES & SUPERCAPS,#N/A,0,#N/A,,10.1002/(ISSN)2566-6223,https://onlinelibrary.wiley.com/journal/25666223,Physical Sciences & Engineering,Batteries & Fuel Cells,Online,E-only title,,Yes,Yes,,,,,Not in any Standard Collection,,,2018,1,2,12,,,,,,,ChemPubSoc Europe,,
