Journal Report 5 (R4),Number of Successful Full-Text Article Requests by Year-of-Publication (YOP) and Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornell University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period covered by Report:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 to 2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date run:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal,Publisher,Platform,Journal DOI,Proprietary Identifier,Print ISSN,Online ISSN,Articles In Press   ,YOP 2016            ,YOP 2015            ,YOP 2014            ,YOP 2013            ,YOP 2012            ,YOP 2011            ,YOP 2010            ,YOP 2009            ,YOP 2008            ,YOP 2007            ,YOP 2006            ,YOP 2005            ,YOP 2004            ,YOP 2003            ,YOP 2002            ,YOP 2001            ,YOP 2000            ,YOP 1999            ,YOP 1998            ,YOP 1997            ,YOP 1996            ,YOP 1995            ,YOP 1994            ,YOP 1993            ,YOP 1992            ,YOP 1991            ,YOP 1990            ,YOP Pre 1990        
Public Budgeting & Finance,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-5850,PBAF                ,0275-1100    ,1540-5850    ,0,18,5,2,3,2,3,4,1,3,4,0,7,14,7,0,0,1,0,0,1,1,0,1,0,0,0,0,5
Public Health Nursing,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1525-1446,PHN                 ,0737-1209    ,1525-1446    ,0,34,14,6,10,6,8,1,1,5,2,0,7,1,86,1,1,2,1,1,1,0,0,0,0,0,0,0,0
Public Policy Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-540X,NEWE                ,1744-5396    ,1744-540X    ,0,0,0,0,1,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QSAR & Combinatorial Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1611-0218,QSAR                ,1611-020X    ,1611-0218    ,0,0,0,0,0,0,0,0,1,0,9,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quality and Reliability Engineering International,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1638,QRE                 ,0748-8017    ,1099-1638    ,0,12,1,0,2,3,4,0,2,1,4,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0
Quantitative Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1759-7331,QUAN                ,1759-7323    ,1759-7331    ,0,4,4,6,10,9,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quarterly Journal of Experimental Physiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-445Xc,EPH                 ,0370-2901    ,1469-445X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Quarterly Journal of Experimental Physiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-445Xa,EPH                 ,0144-8757    ,1469-445X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Quarterly Journal of Experimental Physiology and Cognate Medical Sciences,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-445Xb,EPH                 ,0033-5541    ,1469-445X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
Quarterly Journal of the Royal Meteorological Society,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1477-870X,QJ                  ,0035-9009    ,1477-870X    ,0,41,13,2,16,5,14,10,5,1,2,4,15,11,4,6,3,0,0,0,1,0,4,1,2,0,1,1,103
R&D Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9310,RADM                ,0033-6807    ,1467-9310    ,7,5,4,0,1,0,1,1,1,2,0,1,2,0,2,2,4,1,0,0,0,0,0,0,0,0,0,1,5
Radiation Oncology Investigations,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6823,ROI                 ,1065-7541    ,1520-6823    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0
Radio Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1944-799X,RDS                 ,0048-6604    ,1944-799X    ,0,82,31,8,17,4,8,3,6,7,8,13,0,10,3,0,2,4,0,5,18,23,1,4,1,0,2,2,42
Random Structures & Algorithms,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2418,RSA                 ,1042-9832    ,1098-2418    ,0,12,0,1,6,0,1,0,1,0,0,1,3,0,0,1,1,0,0,1,1,0,2,0,3,0,0,1,0
Rapid Communications in Mass Spectrometry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0231,RCM                 ,0951-4198    ,1097-0231    ,0,105,24,27,17,14,27,18,22,43,42,25,28,16,11,6,11,5,5,3,0,2,3,2,0,0,0,0,3
Ratio,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9329,RATI                ,0034-0006    ,1467-9329    ,10,8,5,2,2,0,1,4,0,3,4,0,1,0,3,2,0,1,1,3,1,0,0,0,0,0,0,0,0
Ratio Juris,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9337,RAJU                ,0952-1917    ,1467-9337    ,0,3,2,1,0,1,1,5,0,2,0,0,1,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0
Reading,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9345,LIT                 ,0034-0472    ,1467-9345    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Reading Research Quarterly,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1936-2722,RRQ                 ,0034-0553    ,1936-2722    ,0,4,1,2,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Estate Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-6229,REEC                ,1080-8620    ,1540-6229    ,26,4,32,26,42,10,26,7,4,20,7,1,4,4,28,2,0,0,5,1,3,4,1,2,0,4,2,0,11
Recruiting & Retaining Adult Learners,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2155-6458,NSR                 ,2155-644X    ,2155-6458    ,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Recueil des Travaux Chimiques des Pays-Bas,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)0165-0513,RECL                ,0165-0513    ,0165-0513    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Regeneration,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2052-4412,REG2                ,2052-4412    ,2052-4412    ,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regional Science Policy & Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1757-7802,RSP3                ,1757-7802    ,1757-7802    ,0,3,4,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regulated Rivers: Research & Management,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1646,RRR                 ,0886-9375    ,1099-1646    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,2,8,4,0,1,0,1,0,0
Regulation & Governance,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-5991,REGO                ,1748-5983    ,1748-5991    ,7,11,15,15,6,6,10,20,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rehabilitation Nursing,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2048-7940,RNJ                 ,0278-4807    ,2048-7940    ,12,9,13,26,12,3,7,17,0,1,0,5,2,0,1,0,0,1,2,1,3,2,1,0,2,0,0,0,0
Religion Compass,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1749-8171,REC3                ,1749-8171    ,1749-8171    ,0,27,33,27,14,9,13,7,13,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Religious Studies Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-0922,RSR                 ,0319-485X    ,1748-0922    ,0,4,18,8,15,13,9,31,10,4,8,9,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
Remediation Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6831,REM                 ,1051-5658    ,1520-6831    ,0,3,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Remote Sensing in Ecology and Conservation,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2056-3485,RSE2                ,2056-3485    ,2056-3485    ,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renaissance Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1477-4658,REST                ,0269-1213    ,1477-4658    ,6,8,21,71,6,3,7,0,5,4,7,25,4,1,5,2,0,0,0,0,0,2,3,1,2,0,0,0,2
Reproduction in Domestic Animals,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0531,RDA                 ,0936-6768    ,1439-0531    ,0,112,220,247,194,452,224,38,53,65,12,5,9,9,15,12,6,1,3,1,1,0,0,0,0,0,0,0,0
Research Synthesis Methods,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1759-2887,JRSM                ,1759-2879    ,1759-2887    ,0,7,10,7,2,1,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research World,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2330-4448,RWM3                ,1567-3073    ,2330-4448    ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research in Nursing & Health,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-240X,NUR                 ,0160-6891    ,1098-240X    ,0,17,11,10,2,4,4,3,6,8,8,4,4,1,0,3,8,2,2,3,3,1,0,0,0,2,2,0,1
Resource Geology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-3928,RGE                 ,1344-1698    ,1751-3928    ,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Respirology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-1843,RESP                ,1323-7799    ,1440-1843    ,0,98,38,34,49,35,17,18,20,16,11,13,5,0,18,0,3,7,2,0,1,0,0,0,0,0,0,0,0
Respirology Case Reports,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2051-3380,RCR2                ,2051-3380    ,2051-3380    ,1,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Restoration Ecology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1526-100X,REC                 ,1061-2971    ,1526-100X    ,20,91,16,22,22,9,6,18,13,3,10,10,9,6,0,17,7,0,3,3,2,1,0,0,0,0,0,0,0
Review of Agricultural Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9353,RAEC                ,1058-7195    ,1467-9353    ,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Review of Behavioral Finance,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1940-5987,RBF                 ,1940-5979    ,1940-5987    ,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Review of Development Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9361,RODE                ,1363-6669    ,1467-9361    ,2,20,19,6,16,25,1,2,1,5,0,10,5,0,3,2,6,7,6,4,0,0,0,0,0,0,0,0,0
Review of Education,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2049-6613,REV3                ,2049-6613    ,2049-6613    ,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Review of European Community & International Environmental Law,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9388,REEL                ,0962-8797    ,1467-9388    ,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
"Review of European, Comparative & International Environmental Law",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2050-0394,REEL                ,2050-0386    ,2050-0394    ,0,9,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Review of Income and Wealth,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-4991,ROIW                ,0034-6586    ,1475-4991    ,12,6,9,14,2,7,20,0,5,11,6,4,2,1,15,5,3,0,0,0,0,0,0,0,1,0,1,1,12
Review of International Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9396,ROIE                ,0965-7576    ,1467-9396    ,0,23,6,1,10,13,1,3,2,1,4,0,0,1,0,2,1,1,5,1,0,0,1,3,0,0,0,0,0
Review of Policy Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1541-1338,ROPR                ,1541-132X    ,1541-1338    ,0,31,10,25,26,50,5,5,3,5,4,7,5,2,3,2,1,0,3,1,0,0,0,0,0,0,0,0,0
Review of Progress in Coloration and Related Topics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1478-4408a,COTE                ,0557-9325    ,1478-4408    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Review of Urban & Regional Development Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-940X,RURD                ,0917-0553    ,1467-940X    ,0,0,0,2,1,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reviews in Aquaculture,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1753-5131,RAQ                 ,1753-5123    ,1753-5131    ,37,4,0,4,2,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reviews in Clinical and Experimental Hematology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-0734,RCH                 ,1127-0020    ,1468-0734    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
Reviews in Medical Virology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1654,RMV                 ,1052-9276    ,1099-1654    ,0,8,17,10,6,9,2,9,2,7,5,4,3,1,3,4,0,0,1,0,1,0,0,1,0,0,0,0,0
Reviews in Religion & Theology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9418,RIRT                ,1350-7303    ,1467-9418    ,0,14,8,0,0,0,1,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Reviews of Geophysics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1944-9208,ROG                 ,8755-1209    ,1944-9208    ,0,61,33,14,17,26,7,15,0,8,31,0,2,8,4,15,14,1,6,14,4,2,9,2,0,1,8,0,65
Revue internationale du Travail,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1564-9121,ILRF                ,0378-5599    ,1564-9121    ,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Risk Analysis,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1539-6924,RISA                ,0272-4332    ,1539-6924    ,24,147,137,84,67,207,69,49,51,103,37,51,71,101,83,37,18,27,10,10,20,4,20,23,26,4,9,7,26
Risk Management and Insurance Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-6296,RMIR                ,1098-1616    ,1540-6296    ,0,0,10,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Risk, Hazards & Crisis in Public Policy",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1944-4079,RHC3                ,1944-4079    ,1944-4079    ,0,7,3,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
River Research and Applications,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1535-1467,RRA                 ,1535-1459    ,1535-1467    ,0,39,17,25,10,9,8,10,3,10,4,10,4,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Rural Sociology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1549-0831,RUSO                ,0036-0112    ,1549-0831    ,13,69,13,40,9,20,6,10,2,7,7,11,2,12,9,6,4,6,2,2,1,14,0,0,0,0,0,1,0
Scandinavian Journal of Caring Sciences,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1471-6712,SCS                 ,0283-9318    ,1471-6712    ,2,6,7,5,4,5,6,5,1,6,6,0,4,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Scandinavian Journal of Haematology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0609a,EJH                 ,0036-553X    ,1600-0609    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Scandinavian Journal of Immunology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3083,SJI                 ,0300-9475    ,1365-3083    ,0,39,27,14,13,15,11,8,8,15,5,4,4,18,11,8,14,6,5,10,1,4,10,0,1,3,0,0,7
Scandinavian Journal of Medicine & Science in Sports,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0838,SMS                 ,0905-7188    ,1600-0838    ,30,11,57,21,17,5,20,25,12,8,15,2,12,1,1,2,7,4,0,1,1,3,4,0,1,0,1,0,0
Scandinavian Journal of Metallurgy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0692,SJM                 ,0371-0459    ,1600-0692    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Scandinavian Journal of Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9450,SJOP                ,0036-5564    ,1467-9450    ,0,26,5,6,15,3,3,3,6,4,1,3,7,1,10,3,3,2,0,2,0,2,0,0,5,0,0,0,8
Scandinavian Journal of Statistics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9469,SJOS                ,0303-6898    ,1467-9469    ,0,13,5,3,0,2,4,0,0,5,4,2,0,2,5,3,0,0,1,3,1,0,0,0,0,0,0,0,0
Scandinavian Political Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9477,SCPS                ,0080-6757    ,1467-9477    ,0,3,5,3,4,0,1,0,0,2,22,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Scanning,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1932-8745,SCA                 ,0161-0457    ,1932-8745    ,0,9,5,5,0,2,5,6,3,6,2,0,0,5,3,0,2,1,1,0,11,1,2,0,0,0,0,0,0
School Science and Mathematics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1949-8594,SSM                 ,0036-6803    ,1949-8594    ,0,33,1,11,0,7,6,1,1,0,0,1,2,1,1,8,0,3,1,0,0,1,0,0,0,0,0,0,0
Science Education,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-237X,SCE                 ,0036-8326    ,1098-237X    ,0,14,8,20,9,9,14,9,8,2,5,3,4,11,1,10,2,13,4,2,3,1,2,7,3,3,8,1,39
Science News,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1943-0930,SCIN                ,0036-8423    ,1943-0930    ,0,0,3,69,0,6,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Journal of Political Economy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9485,SJPE                ,0036-9292    ,1467-9485    ,0,0,1,0,1,18,1,0,1,4,5,2,2,0,5,0,1,1,0,1,0,0,0,0,0,0,1,0,10
Security and Communication Networks,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1939-0122,SEC                 ,1939-0114    ,1939-0122    ,0,88,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sedimentology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3091,SED                 ,0037-0746    ,1365-3091    ,0,3,8,3,5,0,3,0,0,0,2,9,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Seminars in Dialysis,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1525-139X,SDI                 ,0894-0959    ,1525-139X    ,0,88,28,22,15,13,6,17,7,5,14,25,9,8,19,4,5,20,1,1,0,2,1,2,0,8,1,0,2
Seminars in Surgical Oncology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2388,SSU                 ,8756-0437    ,1098-2388    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,0,0,6,0,1,1,1,1,0
Sensors Update,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1616-8984,SEUP                ,1432-2404    ,1616-8984    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sexual Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2050-1161,SM2                 ,2050-1161    ,2050-1161    ,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sexual Medicine Reviews,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2050-0521,SMRJ                ,2050-0513    ,2050-0521    ,0,0,11,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SID Symposium Digest of Technical Papers,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2168-0159,SDTP                ,0097-966X    ,2168-0159    ,0,11,56,18,50,10,14,5,8,13,2,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0
SKINmed: Dermatology for the Clinician,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-7125,SKM                 ,1540-9740    ,1751-7125    ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal Transduction,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1615-4061,SITA                ,1615-4053    ,1615-4061    ,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Significance,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1740-9713,SIGN                ,1740-9705    ,1740-9713    ,0,88,35,7,4,11,0,3,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore Journal of Tropical Geography,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9493,SJTG                ,0129-7619    ,1467-9493    ,0,25,10,13,2,4,19,0,0,7,5,6,0,4,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
Single Molecules,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1438-5171,SIMO                ,1438-5163    ,1438-5171    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,0,0,0,0,0,0,0,0,0,0,0
Skandinavisches Archiv FÃ¼r Physiologie,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-1716a,APHA                ,0370-839X    ,1748-1716    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Skin Research and Technology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0846,SRT                 ,0909-752X    ,1600-0846    ,0,7,6,8,28,1,6,0,4,15,6,1,0,6,7,0,2,0,0,1,4,0,0,0,0,0,0,0,0
Sleep and Biological Rhythms,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1479-8425,SBR                 ,1446-9235    ,1479-8425    ,0,0,5,4,6,3,3,0,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1613-6829,SMLL                ,1613-6810    ,1613-6829    ,2,1009,389,133,128,187,209,96,164,94,63,77,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social Anthropology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-8676,SOCA                ,0964-0282    ,1469-8676    ,0,23,28,71,17,11,2,14,10,4,19,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Social Development,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9507,SODE                ,0961-205X    ,1467-9507    ,0,15,6,1,9,2,3,1,13,7,12,4,10,21,1,13,0,11,3,0,2,0,1,0,0,0,0,0,0
Social Issues and Policy Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-2409,SIPR                ,1751-2395    ,1751-2409    ,0,17,7,6,4,0,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social Policy & Administration,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9515,SPOL                ,0144-5596    ,1467-9515    ,11,29,10,3,4,1,3,4,7,5,4,8,3,8,11,0,3,1,0,2,0,0,0,0,0,0,0,0,0
Social Science Quarterly,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-6237,SSQU                ,0038-4941    ,1540-6237    ,1,43,28,14,15,27,15,17,15,14,49,41,51,30,32,6,6,0,0,0,0,0,0,0,0,0,0,0,0
Social and Personality Psychology Compass,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-9004,SPC3                ,1751-9004    ,1751-9004    ,0,38,29,38,30,26,53,35,27,74,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sociologia Ruralis,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9523,SORU                ,0038-0199    ,1467-9523    ,6,2,0,6,17,3,2,4,3,6,4,3,0,3,6,6,6,12,1,1,0,0,0,1,4,0,0,0,14
Sociological Forum,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1573-7861,SOCF                ,0884-8971    ,1573-7861    ,0,61,45,14,5,13,11,18,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sociological Inquiry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-682X,SOIN                ,0038-0245    ,1475-682X    ,0,9,11,11,13,12,7,5,10,12,7,5,0,0,4,6,7,0,4,0,1,2,0,1,0,0,2,1,10
Sociological Methodology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9531,SOME                ,0081-1750    ,1467-9531    ,0,0,0,0,0,0,9,4,4,2,3,1,0,2,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0
Sociological Theory,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9558,SOTH                ,0735-2751    ,1467-9558    ,0,0,0,0,0,0,8,13,4,9,15,1,1,6,7,0,4,7,1,1,0,0,0,0,0,0,0,0,0
