Journal Report 1 (R4),Number of Successful Full-Text Article Requests by Month and Journal,,,,,,,,,,,,,,,,,,,,
Cornell University,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Period covered by Report:,,,,,,,,,,,,,,,,,,,,,
2016-01-01 to 2016-12-31,,,,,,,,,,,,,,,,,,,,,
Date run:,,,,,,,,,,,,,,,,,,,,,
9/14/18,,,,,,,,,,,,,,,,,,,,,
Journal,Publisher,Platform,Journal DOI,Proprietary Identifier,Print ISSN,Online ISSN,Reporting Period Total,Reporting Period HTML,Reporting Period PDF,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16
Pediatrics International,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1442-200X,PED,1328-8067,1442-200X,249,78,171,14,14,16,12,20,14,30,48,32,29,11,9
Peptide Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0282a,BIP,0006-3525,1097-0282,205,86,119,15,22,24,12,7,21,27,12,10,31,11,13
Peptide Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2475-8817,PEP2,2475-8817,2475-8817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Performance & Instruction,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1931-9177,PFI,0273-5326,1931-9177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Performance & Instruction Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1931-9185,PFI,8750-0191,1931-9185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Performance + Instruction,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1932-0166,PFI,0884-1985,1932-0166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Performance Improvement,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1930-8272,PFI,1090-8811,1930-8272,46,18,28,3,0,1,1,5,3,20,2,4,5,2,0
Performance Improvement Quarterly,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1937-8327,PIQ,0898-5952,1937-8327,44,10,34,1,2,1,2,1,0,14,6,4,6,4,3
Periodontology 2000,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0757,PRD,0906-6713,1600-0757,54,19,35,1,1,5,8,0,1,5,21,8,0,2,2
Permafrost and Periglacial Processes,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1530,PPP,1045-6740,1099-1530,8,2,6,0,4,0,0,0,0,0,0,1,3,0,0
Personal Relationships,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-6811,PERE,1350-4126,1475-6811,104,20,84,5,9,13,27,16,6,4,4,4,6,6,4
Personality and Mental Health,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1932-863X,PMH,1932-8621,1932-863X,34,15,19,0,0,2,1,1,0,0,7,13,3,4,3
Personnel Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-6570,PEPS,0031-5826,1744-6570,498,174,324,29,55,47,32,43,34,44,46,45,38,59,26
Perspectives in Healthcare Risk Management,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2040-0861a,JHRM,0899-1073,2040-0861,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Perspectives in Psychiatric Care,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-6163,PPC,0031-5990,1744-6163,56,22,34,3,6,3,3,5,8,4,1,5,8,7,3
Perspectives on Psychological Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-6924,PPSY,1745-6916,1745-6924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perspectives on Sexual and Reproductive Health,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1931-2393,PSRH,1538-6341,1931-2393,72,42,30,2,4,6,8,7,1,4,5,14,5,13,3
Perspektiven der Wirtschaftspolitik,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-2516,PERS,1465-6493,1468-2516,11,5,6,1,0,0,0,0,0,0,4,0,1,1,4
Pest Management Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1526-4998,PS,1526-498X,1526-4998,945,369,576,60,65,100,99,85,62,61,64,89,117,87,56
Pesticide Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1096-9063,PS,0031-613X,1096-9063,40,0,40,1,2,6,4,2,6,2,4,4,4,4,1
Pharmaceutical Statistics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1539-1612,PST,1539-1604,1539-1612,84,18,66,6,15,1,3,5,6,5,11,16,10,6,0
Pharmacoepidemiology and Drug Safety,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1557,PDS,1053-8569,1099-1557,180,50,130,29,16,17,4,8,9,13,23,20,25,11,5
Pharmacology & Toxicology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0773a,BCPT,0901-9928,1600-0773,32,3,29,1,6,2,0,3,0,3,1,1,8,3,4
Pharmacology Research & Perspectives,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2052-1707,PRP2,2052-1707,2052-1707,53,26,27,10,12,0,2,6,4,3,1,3,3,4,5
Pharmacotherapy: The Journal of Human Pharmacology and Drug Therapy,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1875-9114,PHAR,0277-0008,1875-9114,865,167,698,53,56,51,56,212,38,47,73,51,138,39,51
Pharmacy and Pharmacology Communications,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2042-7158a,JPHP,1460-8081,2042-7158,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1
Pharmazie in unserer Zeit,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1615-1003,2009,0048-3664,1615-1003,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0
Philosophical Books,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-0149,PHIB,0031-8051,1468-0149,10,2,8,2,1,0,0,0,0,0,0,2,4,1,0
Philosophical Investigations,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9205,PHIN,0190-0536,1467-9205,22,3,19,3,0,0,0,6,0,1,1,1,8,0,2
Philosophical Issues,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1533-6077, ,1533-6077,1758-2237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philosophical Issues,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1758-2237,PHIS,1533-6077,1758-2237,39,9,30,3,0,2,7,0,2,2,1,5,13,2,2
Philosophical Perspectives,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1520-8583,PHPE,1520-8583,1520-8583,43,15,28,1,0,0,4,3,3,2,0,4,16,3,7
Philosophy & Public Affairs,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1088-4963,PAPA,0048-3915,1088-4963,103,47,56,1,5,18,8,10,5,4,5,9,9,18,11
Philosophy and Phenomenological Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1933-1592,PHPR,0031-8205,1933-1592,225,66,159,26,6,14,5,16,11,15,14,32,19,19,48
Philosophy Compass,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1747-9991,PHC3,1747-9991,1747-9991,342,148,194,26,50,30,10,7,19,31,16,22,52,55,24
Photochemistry and Photobiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-1097,PHP,0031-8655,1751-1097,466,143,323,27,36,37,34,38,26,56,40,44,55,41,32
"Photodermatology, Photoimmunology & Photomedicine",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0781,PHPP,0905-4383,1600-0781,73,25,48,8,8,2,3,1,4,7,10,9,9,6,6
Phycological Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-1835,PRE,1322-0829,1440-1835,20,2,18,1,1,2,4,0,0,3,1,2,5,1,0
physica status solidi (a),John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-396X,2231,0031-8965,1521-396X,278,0,278,21,18,23,19,36,16,10,17,31,23,34,30
physica status solidi (a),John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1862-6319,2231,1862-6300,1862-6319,425,118,307,32,47,48,58,41,22,19,41,43,38,19,17
physica status solidi (b),John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3951,2232,0370-1972,1521-3951,651,76,575,23,52,69,66,69,41,38,57,55,86,51,44
physica status solidi (c),John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1610-1642,2133,1610-1634,1610-1642,39,0,39,2,4,3,5,1,2,2,4,2,4,4,6
physica status solidi (RRL) â€“ Rapid Research Letters,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1862-6270,2139,1862-6254,1862-6270,107,34,73,7,2,7,14,13,5,6,15,15,12,9,2
physica status solidi c,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1610-1642a,2133,1862-6351,1610-1642,191,0,191,6,27,9,19,18,15,12,20,26,13,17,9
Physik in unserer Zeit,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3943,2007,0031-9252,1521-3943,23,0,23,0,0,0,0,0,0,2,2,8,11,0,0
Physikalische BlÃ¤tter,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3722,2050,0031-9279,1521-3722,3,0,3,0,1,0,0,0,0,1,0,1,0,0,0
Physiologia Plantarum,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1399-3054,PPL,0031-9317,1399-3054,952,416,536,85,71,69,82,94,78,89,72,74,80,86,72
Physiological Entomology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3032,PHEN,0307-6962,1365-3032,244,95,149,22,20,13,17,18,29,29,18,21,16,20,21
Physiological Reports,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2051-817X,PHY2,2051-817X,2051-817X,44,30,14,7,4,5,0,6,2,3,6,1,8,1,1
Physiological Reports,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2051817X, ,2051-817X,2051-817X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Physiotherapy Research International,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1471-2865,PRI,1358-2267,1471-2865,17,3,14,1,0,0,1,1,2,3,4,2,0,3,0
Phytochemical Analysis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1565,PCA,0958-0344,1099-1565,116,23,93,12,11,5,16,11,8,14,11,7,10,4,7
Phytotherapy Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1573,PTR,0951-418X,1099-1573,362,83,279,23,27,43,20,21,14,41,29,48,41,31,24
Pigment Cell & Melanoma Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1755-148X,PCMR,1755-1471,1755-148X,240,103,137,29,21,12,24,41,15,13,12,25,21,16,11
Pigment Cell Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0749,PCMR,0893-5785,1600-0749,95,49,46,1,9,18,13,17,5,3,7,3,9,9,1
Plant Biology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1438-8677,PLB,1435-8603,1438-8677,339,144,195,16,31,20,48,43,18,16,35,46,23,17,26
Plant Biotechnology Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-7652,PBI,1467-7644,1467-7652,1390,724,666,77,112,113,143,119,89,61,177,151,124,132,92
Plant Breeding,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0523,PBR,0179-9541,1439-0523,331,127,204,23,42,35,21,24,18,25,30,24,19,43,27
Plant Direct,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2475-4455,PLD3,2475-4455,2475-4455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant Pathology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3059,PPA,0032-0862,1365-3059,1085,376,709,98,213,63,90,79,79,62,86,77,77,79,82
Plant Species Biology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1442-1984,PSBI,0913-557X,1442-1984,53,19,34,6,2,8,3,7,2,3,0,12,7,1,2
"Plant, Cell & Environment",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3040,PCE,0140-7791,1365-3040,1976,998,978,160,135,226,243,182,142,221,133,134,157,134,109
Plant/Operations Progress,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1549-4632,PRS,0278-4513,1549-4632,3,0,3,0,0,0,0,0,0,1,2,0,0,0,0
Plasma Processes and Polymers,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1612-8869,2410,1612-8850,1612-8869,92,21,71,5,6,1,7,2,10,4,9,22,16,7,3
Plastics Engineering,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1941-9635,PENG,0091-9578,1941-9635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM&R,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-1563,PMRJ,1934-1482,1934-1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poe Newsletter,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1754-6095c,POES,0032-1877,1754-6095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poe Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1754-6095,POES,1947-4644,1754-6095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poe Studies - Old Series,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1754-6095b,POES,0090-5224,1754-6095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poe Studies/Dark Romanticism,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1754-6095a,POES,1543-1789,1754-6095,4,1,3,0,0,0,0,3,0,0,0,0,0,0,1
Polar Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-8369,POR,0800-0395,1751-8369,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0
PoLAR: Political and Legal Anthropology Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1555-2934,PLAR,1081-6976,1555-2934,242,119,123,8,20,33,23,15,18,28,20,21,24,16,16
Policy & Internet,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1944-2866,POI3,1944-2866,1944-2866,63,34,29,0,3,3,2,2,11,1,16,6,7,10,2
Policy Studies Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1541-0072,PSJ,0190-292X,1541-0072,128,46,82,11,7,13,18,15,2,8,12,15,6,15,6
Political Insight,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2041-9066,PINS,2041-9058,2041-9066,21,7,14,0,6,4,0,7,0,0,0,1,0,1,2
Political Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9221,POPS,0162-895X,1467-9221,261,104,157,11,16,28,31,16,16,16,16,15,37,37,22
Political Science Quarterly,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1538-165X,POLQ,0032-3195,1538-165X,158,47,111,4,4,2,29,30,3,1,11,10,25,25,14
Political Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9248,POST,0032-3217,1467-9248,91,43,48,2,4,5,12,13,3,2,4,4,20,15,7
Political Studies Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1478-9302,PSR,1478-9299,1478-9302,55,26,29,1,4,12,6,1,2,8,5,3,1,8,4
Politics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9256,PONL,0263-3957,1467-9256,39,19,20,0,4,5,5,7,2,0,3,1,6,2,4
Politics & Policy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1747-1346,POLP,1555-5623,1747-1346,33,12,21,2,3,2,3,2,0,1,1,2,6,6,5
Polymer Composites,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1548-0569,PC,0272-8397,1548-0569,189,26,163,7,16,16,13,23,4,27,23,21,21,10,8
POLYMER CRYSTALLIZATION,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2573-7619,PCR2,2573-7619,2573-7619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polymer Engineering & Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1548-2634,PEN,0032-3888,1548-2634,418,23,395,26,44,21,41,59,16,33,38,22,60,35,23
Polymer International,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0126,PI,0959-8103,1097-0126,383,113,270,24,30,43,28,37,17,17,43,40,47,36,21
Polymers for Advanced Technologies,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1581,PAT,1042-7147,1099-1581,243,71,172,8,20,27,32,18,14,19,30,27,24,18,6
Population and Development Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1728-4457,PADR,0098-7921,1728-4457,349,73,276,26,15,15,34,34,24,10,29,69,35,40,18
Population Council Book Series,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2326-4624,PCB4,2326-4624,2326-4624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Population, Space and Place",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1544-8452,PSP,1544-8444,1544-8452,90,34,56,8,3,10,11,13,7,6,5,6,9,8,4
Poverty & Public Policy,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1944-2858,POP4,1944-2858,1944-2858,87,35,52,12,3,5,3,2,16,15,3,3,1,9,15
Practical Diabetes,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2047-2900,PDI,2047-2897,2047-2900,20,13,7,0,0,0,1,1,0,0,3,12,3,0,0
Practical Diabetes International,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1528-252X,PDI,1357-8170,1528-252X,27,13,14,1,6,3,1,7,0,2,1,2,0,2,2
Practical Neurology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1474-7766,PNR,1474-7758,1474-7766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Practice Development in Health Care,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1557-105X,PDH,1475-9861,1557-105X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Precision Radiation Oncology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2398-7324,PRO6,2398-7324,2398-7324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prenatal Diagnosis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0223,PD,0197-3851,1097-0223,426,115,311,19,33,36,44,24,17,27,20,27,53,56,70
Prescriber,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1931-2253,PSB,0959-6682,1931-2253,64,0,64,5,4,4,10,4,1,4,4,9,7,4,8
Presidential Studies Quarterly,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1741-5705,PSQ,0360-4918,1741-5705,81,43,38,1,5,1,13,4,1,2,3,15,20,3,13
Preventive Cardiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-7141,PRC,1520-037X,1751-7141,14,5,9,2,2,1,0,2,1,0,2,1,2,1,0
Proceedings of the African Futures Conference,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2573-508X,PAF2,2573-508X,2573-508X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proceedings of the American Society for Information Science and Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1550-8390,PRA2,0044-7870,1550-8390,41,18,23,2,2,0,1,2,2,9,4,3,9,3,4
Proceedings of the annual meeting - World Mariculture Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1749-7345c,JWAS,0164-0399,1749-7345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proceedings of the annual workshop - World Mariculture Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1749-7345d,JWAS,1043-5166,1749-7345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proceedings of the Aristotelian Society (Hardback),John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9264,PASH,0066-7374,1467-9264,9,1,8,0,0,2,0,5,0,0,0,0,1,1,0
Proceedings of the Association for Information Science and Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2373-9231,PRA2,2373-9231,2373-9231,11,6,5,0,0,1,0,1,0,0,4,1,3,1,0
Proceedings of the Association of American Physicians,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1525-1381,PAA,1081-650X,1525-1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proceedings of the Entomological Society of London,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3032d,PHEN,1472-0949,1365-3032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proceedings of the International Society for Magnetic Resonance in Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1557-3672,PISM,1065-9889,1557-3672,20,0,20,0,18,0,0,0,0,0,1,1,0,0,0
Proceedings of the Linnean Society of London,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1095-8312a,PRLS,0370-0461,1095-8312,7,0,7,0,0,1,0,0,0,0,1,2,1,0,2
Proceedings of the London Mathematical Society,John Wiley and Sons,Wiley Online Library,10.1112/(ISSN)1460-244X,PLMS,0024-6115,1460-244X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proceedings of the Philological Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-968Xa,TRPS,2050-5914,1467-968X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proceedings of the Royal Entomological Society of London,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3032c,PHEN,1472-0981,1365-3032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Proceedings of the Royal Entomological Society of London, Series C. Journal of Meetings",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1946-150X,PRES,1946-1496,1946-150X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Proceedings of the Royal Entomological Society of London. Series A, General Entomology",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3032b,PHEN,0375-0418,1365-3032,10,0,10,0,1,0,3,1,2,0,0,0,2,0,1
"Proceedings of the Royal Entomological Society of London. Series B, Taxonomy",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3113b,SYEN,0375-0434,1365-3113,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0
Proceedings of the Society for Applied Bacteriology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2672b,JAM,0370-1778,1365-2672,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Proceedings of the Society for Experimental Biology and Medicine,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1525-1373,PSEB,0037-9727,1525-1373,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Proceedings of the Society of Agricultural Bacteriologists,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2672c,JAM,0370-1786,1365-2672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proceedings of the World Mariculture Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1749-7345b,JWAS,0748-3260,1749-7345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proceedings of the Zoological Society of London,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-7998b,JZO,0370-2774,1469-7998,50,0,50,0,12,2,5,5,1,4,5,1,1,12,2
Process Safety Progress,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1547-5913,PRS,1066-8527,1547-5913,23,8,15,1,2,0,0,0,4,1,2,4,3,3,3
Production and Operations Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1937-5956,POMS,1059-1478,1937-5956,520,146,374,30,29,30,42,17,19,29,21,35,50,188,30
Program in Ethnographic Film (PIEF) Newsletter,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1944-0243,VAR,0030-8013,1944-0243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Progress in Cardiovascular Nursing,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-7117,PCV,0889-7204,1751-7117,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Progress in Neurology and Psychiatry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1931-227X,PNP,1367-7543,1931-227X,25,0,25,0,3,1,2,7,3,0,2,1,3,3,0
Progress in Orthodontics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1723-7785,PIO,1723-7785,1723-7785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Progress in Photovoltaics: Research and Applications,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-159X,PIP,1062-7995,1099-159X,176,80,96,6,6,8,13,29,18,20,5,14,20,27,10
Progress in Structural Engineering and Materials,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1528-2716,PSE,1365-0556,1528-2716,5,2,3,0,0,0,0,0,0,1,0,2,0,0,2
Progress in Tourism and Hospitality Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1603,PTHR,1077-3509,1099-1603,5,0,5,0,0,1,0,0,0,0,0,0,0,0,4
Project Management Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1938-9507,PMJ,8756-9728,1938-9507,12,5,7,0,1,0,6,1,0,1,0,0,2,1,0
"Propellants, Explosives, Pyrotechnics",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-4087,2014,0721-3115,1521-4087,48,6,42,1,0,0,1,1,1,14,9,8,13,0,0
Protein Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1469-896X,PRO,0961-8368,1469-896X,974,448,526,97,46,90,70,100,82,87,95,111,85,60,51
"Proteins: Structure, Function, and Bioinformatics",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0134,PROT,0887-3585,1097-0134,894,437,457,59,70,82,85,91,62,68,96,83,86,60,52
PROTEOMICS,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1615-9861,2120,1615-9853,1615-9861,1490,652,838,105,126,127,136,130,140,107,148,136,152,95,88
PROTEOMICS â€“ Clinical Applications,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1862-8354,2456,1862-8346,1862-8354,153,45,108,16,8,10,18,7,2,14,14,23,16,16,9
PsyCh Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2046-0260,PCHJ,2046-0252,2046-0260,12,5,7,1,0,1,2,0,1,1,0,1,2,0,3
PsyCh Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2046-0260, ,2046-0252,2046-0260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychiatry and Clinical Neurosciences,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-1819,PCN,1323-1316,1440-1819,207,76,131,6,13,16,14,15,5,15,32,22,41,22,6
Psycho-Oncology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1611,PON,1057-9249,1099-1611,329,75,254,21,33,27,26,16,27,17,36,33,36,11,46
Psycho-Oncology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1099-1611, ,1057-9249,1099-1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychogeriatrics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1479-8301,PSYG,1346-3500,1479-8301,30,11,19,3,3,0,1,1,1,3,7,1,3,3,4
Psychological Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9280,PSCI,0956-7976,1467-9280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychological Science in the Public Interest,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1539-6053,PSPI,1529-1006,1539-6053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
