Journal Code,Journal Code with Format,Media,USA,UK,Europe,Rest of World
PLAR,PLAR/E,Online,$88,£48,€ 59,$88
PLB,PLB/E,Online,"$1,554",£768,€ 973,"$1,651"
PLMS,PLMS/E,Online,"$1,625",£941,"€ 1,411","$1,625"
,,,,,,
PMH,PMH/E(MEDIUM),Online,$791,£559,€ 649,$791
,,,,,,
PMIC,PMIC/E,Online,"$6,400","£3,270","€ 5,166","$6,400"
PMRJ,PMRJ/E,Online,$828,£629,€ 709,$828
PNP,PNP/E,Online,$312,£150,€ 193,$312
POC,POC/E,Online,"$4,966","£2,535","€ 3,205","$4,966"
POI3,POI3/E,Online,$471,£297,€ 345,$471
POLQ,POLQ/E,Online,$686,£445,€ 515,$703
POMS,POMS/E,Online,$830,£428,€ 537,$830
PON,PON/E,Online,"$2,738","£1,400","€ 1,770","$2,738"
POP4,POP4/E,Online,$479,£304,€ 351,$479
POPS,POPS/E,Online,"$1,829","£1,446","€ 1,834","$2,831"
POQU,POQU/E,Online,$637,£325,€ 414,$750
PPA,PPA/E,Online,"$2,411","£1,307","€ 1,659","$2,812"
PPAP,PPAP/E,Online,"$2,806","£1,436","€ 2,176","$2,806"
PPC,PPC/E,Online,$386,£262,€ 329,$504
PPE,PPE/E,Online,"$2,016","£1,098","€ 1,390","$2,349"
PPI,PPI/E,Online,$434,£224,€ 284,$434
PPL,PPL/E,Online,"$2,356","£1,404","€ 1,783","$2,751"
PPP,PPP/E,Online,"$2,274","£1,164","€ 1,468","$2,274"
PPSC,PPSC/E,Online,"$3,286","£1,678","€ 2,472","$3,286"
PPUL,PPUL/E,Online,"$3,947","£2,017","€ 2,551","$3,947"
,,,,,,
PRCA,PRCA/E(MEDIUM),Online,"$4,054","£2,476","€ 2,902","$4,054"
,,,,,,
PRD,PRD/E,Online,"$1,123",£668,€ 851,"$1,305"
PRE,PRE/E,Online,"$1,163",£721,€ 912,"$1,402"
PREP,PREP/E,Online,"$3,187","£1,627","€ 2,579","$3,187"
PRI,PRI/E,Online,$793,£408,€ 514,$793
PRO,PRO/E,Online,"$2,912","£1,531","€ 1,936","$2,998"
PROP,PROP/E,Online,"$5,250","£2,681","€ 4,183","$5,250"
PROS,PROS/E,Online,"$7,652","£3,907","€ 4,939","$7,652"
PROT,PROT/E,Online,"$7,854","£4,010","€ 5,068","$7,854"
PRS,PRS/E,Online,$934,£476,€ 606,$934
PS,PS/E,Online,"$3,935","£2,012","€ 2,541","$3,935"
PSB,PSB/E,Online,$804,£411,€ 522,$804
PSBI,PSBI/E,Online,$798,£492,€ 624,$959
PSC,PSC/E,Online,"$2,311","£1,182","€ 1,493","$2,311"
PSP,PSP/E,Online,"$1,888",£966,"€ 1,217","$1,888"
PSQ,PSQ/E,Online,$652,£424,€ 537,$829
PSRH,PSRH/E,Online,$387,£234,€ 293,$387
PSSA,PSSA/E,Online,"$14,840","£7,575","€ 11,398","$14,840"
PSSB,PSSB/E,Online,"$14,616","£7,461","€ 11,226","$14,616"
,,,,,,
PSSR,PSSR/E(MEDIUM),Online,"$3,094","£1,583","€ 2,200","$3,094"
,,,,,,
PST,PST/E,Online,"$1,052",£540,€ 682,"$1,052"
PSYG,PSYG/E,Online,$681,£421,€ 535,$821
PSYP,PSYP/E,Online,$933,£739,€ 933,"$1,440"
PTR,PTR/E,Online,"$5,014","£2,563","€ 3,238","$5,014"
PTS,PTS/E,Online,"$4,156","£2,123","€ 2,684","$4,156"
PU,PU/E,Online,"$2,291","£1,174","€ 1,482","$2,291"
PUAR,PUAR/E,Online,$626,£622,€ 787,"$1,213"
QJ,QJ/E,Online,"$1,609",£823,"€ 1,040","$1,609"
QRE,QRE/E,Online,"$4,425","£2,260","€ 2,856","$4,425"
QUA,QUA/E,Online,"$20,634","£10,531","€ 13,313","$20,634"
RADM,RADM/E,Online,"$2,903","£1,426","€ 1,809","$3,383"
RAJU,RAJU/E,Online,"$1,840",£963,"€ 1,216","$2,143"
RAND,RAND/E,Online,$535,£270,€ 344,$524
,,,,,,
RAQ,RAQ/E(MEDIUM),Online,"$1,117",£790,€ 910,"$1,117"
,,,,,,
RATI,RATI/E,Online,"$1,421",£664,€ 840,"$1,654"
RCM,RCM/E,Online,"$11,854","£6,052","€ 7,654","$11,854"
RCS,RCS/E,Online,"$1,346",£689,€ 870,"$1,346"
RDA,RDA/E,Online,"$2,012","£1,090","€ 1,388","$2,345"
,,,,,,
RDS,RDS/E(MEDIUM),Online,$880,£556,€ 644,$880
,,,,,,
REC,REC/E,Online,"$1,017",£772,€ 980,"$1,509"
REC3,REC3/E,Online,"$1,483",£845,"€ 1,072","$1,651"
REEC,REEC/E,Online,$780,£582,€ 737,"$1,133"
REEL,REEL/E,Online,"$1,501","£1,002","€ 1,270","$1,955"
REGO,REGO/E,Online,$666,£371,€ 468,$721
REM,REM/E,Online,"$1,334",£683,€ 867,"$1,334"
RESP,RESP/E,Online,"$1,283",£793,"€ 1,005","$1,551"
REST,REST/E,Online,$734,£401,€ 505,$854
,,,,,,
REV3,REV3/E(MEDIUM),Online,$832,£515,€ 604,$832
,,,,,,
RFE,RFE/E,Online,$717,£557,€ 664,$717
RGE,RGE/E,Online,$744,£418,€ 532,$814
RHC3,RHC3/E,Online,$490,£310,€ 359,$490
RIRT,RIRT/E,Online,$773,£463,€ 586,$898
RISA,RISA/E,Online,"$2,508","£2,073","€ 2,630","$4,058"
RMIR,RMIR/E,Online,$279,£218,€ 277,$423
RMV,RMV/E,Online,"$2,043","£1,046","€ 1,320","$2,043"
RNC,RNC/E,Online,"$7,223","£3,689","€ 4,661","$7,223"
ROB,ROB/E,Online,"$5,692","£2,908","€ 3,673","$5,692"
RODE,RODE/E,Online,"$1,388",£943,"€ 1,195","$1,840"
,,,,,,
ROG,ROG/E(MEDIUM),Online,$500,£316,€ 366,$500
,,,,,,
ROIE,ROIE/E,Online,"$1,606","£1,098","€ 1,392","$2,145"
ROIW,ROIW/E,Online,$327,£206,€ 261,$400
RRA,RRA/E,Online,"$3,844","£1,964","€ 2,482","$3,844"
RRQ,RRQ/E,Online,$189,£123,€ 146,$189
RSA,RSA/E,Online,"$2,316","£1,183","€ 1,494","$2,316"
RSR,RSR/E,Online,$304,£196,€ 243,$377
RSSB,RSSB/E,Online,$789,£378,€ 477,$839
RSSC,RSSC/E,Online,$740,£355,€ 448,$787
RURD,RURD/E,Online,$533,£377,€ 476,$733
RUSO,RUSO/E,Online,$505,£312,€ 366,$569
RUSS,RUSS/E,Online,$369,£291,€ 366,$562
SAJE,SAJE/E,Online,$517,£322,€ 406,$627
,,,,,,
SAM,SAM/E(MEDIUM),Online,"$1,488","£1,049","€ 1,210","$1,488"
,,,,,,
SAPM,SAPM/E,Online,"$2,247","£1,737","€ 2,202","$3,399"
SAT,SAT/E,Online,"$4,923","£2,516","€ 3,178","$4,923"
SAY,SAY/E,Online,"$4,049","£2,073","€ 3,194","$4,049"
SCD,SCD/E,Online,$358,£210,€ 265,$404
SCE,SCE/E,Online,"$2,428","£1,243","€ 1,568","$2,428"
SCPS,SCPS/E,Online,$604,£362,€ 454,$702
SCS,SCS/E,Online,"$1,157",£630,€ 800,"$1,351"
SD,SD/E,Online,"$1,975","£1,010","€ 1,277","$1,975"
SDI,SDI/E,Online,$985,£765,€ 968,"$1,493"
SDR,SDR/E,Online,"$1,391",£714,€ 899,"$1,391"
SDTP,SDTP/E,Online,$608,£385,€ 457,$608
SEA2,SEA2/E,Online,$141,£94,€ 129,$141
SED,SED/E,Online,"$3,003","£1,630","€ 2,071","$3,502"
SEJ,SEJ/E,Online,$534,£274,€ 348,$534
SFR,SFR/E,Online,"$2,141","£1,346","€ 1,564","$2,141"
SHIL,SHIL/E,Online,"$1,841",£819,"€ 1,039","$2,145"
SIA,SIA/E,Online,"$13,746","£7,016","€ 8,872","$13,746"
SIFP,SIFP/E,Online,$236,£199,€ 251,$384
SIGN,SIGN/E,Online,$400,£197,€ 247,$428
SIM,SIM/E,Online,"$9,138","£4,669","€ 5,898","$9,138"
SJI,SJI/E,Online,"$2,203","£1,316","€ 1,669","$2,571"
SJOE,SJOE/E,Online,$657,£388,€ 492,$806
SJOP,SJOP/E,Online,"$1,775",£977,"€ 1,240","$2,070"
SJOS,SJOS/E,Online,$406,£233,€ 296,$474
SJP,SJP/E,Online,$361,£181,€ 214,$361
SJPE,SJPE/E,Online,$763,£393,€ 497,$885
SJTG,SJTG/E,Online,$454,£321,€ 403,$618
,,,,,,
SLCT,SLCT/E(MEDIUM),Online,"$3,652","£2,434","€ 3,414","$3,652"
,,,,,,
SLTB,SLTB/E,Online,"$1,016",£720,€ 828,"$1,016"
SMI,SMI/E,Online,"$1,596",£818,"€ 1,032","$1,596"
SMJ,SMJ/E,Online,"$3,779","£1,934","€ 2,442","$3,779"
SMLL,SMLL/E,Online,"$6,638","£3,387","€ 5,519","$6,638"
SMR,SMR/E,Online,"$4,578","£2,337","€ 2,957","$4,578"
SMS,SMS/E,Online,"$1,215",£722,€ 920,"$1,413"
,,,,,,
SMTD,SMTD/E(MEDIUM),Online,"$3,785","£2,877","€ 3,236","$3,785"
,,,,,,
SOC4,SOC4/E,Online,"$1,821","£1,039","€ 1,317","$2,030"
SOCA,SOCA/E,Online,$648,£388,€ 492,$758
SOCF,SOCF/E,Online,"$1,038",£621,€ 786,"$1,208"
SODE,SODE/E,Online,"$1,615","£1,075","€ 1,360","$2,266"
SOEJ,SOEJ/E,Online,$506,£316,€ 380,$506
SOIN,SOIN/E,Online,$328,£253,€ 322,$492
,,,,,,
SOLR,SOLR/E(MEDIUM),Online,"$3,093","£2,351","€ 2,645","$3,093"
,,,,,,
,,,,,,
SONO,SONO/E(MEDIUM),Online,$675,£452,€ 610,$675
,,,,,,
SORU,SORU/E,Online,$861,£514,€ 650,"$1,002"
SPC3,SPC3/E,Online,"$1,806","£1,030","€ 1,305","$2,014"
SPE,SPE/E,Online,"$7,539","£3,849","€ 4,868","$7,539"
SPEG,SPEG/E,Online,"$1,871","£1,178","€ 1,366","$1,871"
SPOL,SPOL/E,Online,"$2,266","£1,116","€ 1,418","$2,643"
SPSR,SPSR/E,Online,$543,£325,€ 380,$543
SRBS,SRBS/E,Online,"$1,355",£695,€ 877,"$1,355"
SRIN,SRIN/E,Online,"$2,498","£1,461","€ 1,703","$2,498"
SRT,SRT/E,Online,"$1,044",£625,€ 793,"$1,221"
SS,SS/E,Online,$426,£218,€ 277,$426
SSM,SSM/E,Online,$391,£241,€ 284,$391
SSQU,SSQU/E,Online,$499,£450,€ 570,$877
,,,,,,
STA4,STA4/E(MEDIUM),Online,$939,£582,€ 666,$939
,,,,,,
STAB,STAB/E,Online,$671,£434,€ 548,$671
STAN,STAN/E,Online,$932,£556,€ 708,"$1,086"
STAR,STAR/E,Online,"$3,139","£1,602","€ 2,468","$3,139"
STC,STC/E,Online,$985,£503,€ 640,$985
STCO,STCO/E,Online,"$1,029",£518,€ 655,"$1,029"
,,,,,,
STEM,STEM/E(MEDIUM),Online,"$1,744",£892,"€ 1,128","$1,744"
,,,,,,
STR,STR/E,Online,$930,£503,€ 640,"$1,083"
STUL,STUL/E,Online,$833,£452,€ 573,$964
STVR,STVR/E,Online,"$1,719",£882,"€ 1,110","$1,719"
SUCO,SUCO/E,Online,"$1,171",£821,€ 946,"$1,171"
SUM,SUM/E,Online,"$1,399",£757,€ 960,"$1,635"
,,,,,,
SWE3,SWE3/E(MEDIUM),Online,$570,£361,€ 418,$570
,,,,,,
SYEN,SYEN/E,Online,"$2,690","£1,455","€ 1,851","$3,139"
SYMB,SYMB/E,Online,$537,£347,€ 406,$537
SYN,SYN/E,Online,"$8,215","£4,194","€ 5,302","$8,215"
SYNT,SYNT/E,Online,$663,£398,€ 502,$773
SYS,SYS/E,Online,"$1,620",£830,"€ 1,047","$1,620"
TAJA,TAJA/E,Online,$466,£244,€ 306,$466
TAL,TAL/E,Online,"$1,952","£1,000","€ 1,262","$1,952"
TAN,TAN/E,Online,"$2,035","£1,215","€ 1,542","$2,373"
TAP,TAP/E,Online,$889,£551,€ 699,"$1,070"
TBED,TBED/E,Online,"$3,323","£1,802","€ 2,288","$3,872"
TBJ,TBJ/E,Online,"$1,011",£818,"€ 1,037","$1,600"
TCR,TCR/E,Online,"$2,226","£1,378","€ 1,730","$2,226"
TCT,TCT/E,Online,$801,£439,€ 555,$932
TEA,TEA/E,Online,"$2,639","£1,349","€ 1,704","$2,639"
,,,,,,
TECT,TECT/E(MEDIUM),Online,$838,£529,€ 613,$838
,,,,,,
,,,,,,
TEE,TEE/E(MEDIUM),Online,"$2,057","£1,052","€ 1,328","$2,057"
,,,,,,
TER,TER/E,Online,"$2,052","£1,117","€ 1,419","$2,392"
,,,,,,
TERM,TERM/E(MEDIUM),Online,"$2,851","£1,458","€ 1,850","$2,851"
,,,,,,
TESG,TESG/E,Online,$755,£436,€ 554,$878
TEST,TEST/E,Online,$168,£93,€ 116,$198
TETH,TETH/E,Online,$782,£467,€ 589,$905
TGER,TGER/E,Online,$131,£83,€ 97,$131
TGIS,TGIS/E,Online,"$2,592","£1,544","€ 1,959","$3,019"
THEO,THEO/E,Online,$496,£269,€ 342,$522
,,,,,,
THT3,THT3/E(MEDIUM),Online,$570,£358,€ 427,$570
,,,,,,
TID,TID/E,Online,"$1,090",£651,€ 827,"$1,272"
TIE,TIE/E,Online,"$1,186",£608,€ 770,"$1,186"
TJP,TJP/E,Online,"$9,123","£4,937","€ 6,270","$10,643"
TKM2,TKM2/E,Online,$272,£169,€ 234,$272
TL,TL/E,Online,$426,£218,€ 277,$426
TME,TME/E,Online,"$1,542",£833,"€ 1,059","$1,800"
TMI,TMI/E,Online,"$2,634","£1,427","€ 1,811","$3,077"
TOG,TOG/E,Online,$303,£214,€ 247,$303
TOPO,TOPO/E,Online,$600,£339,€ 425,$600
TOX,TOX/E,Online,"$1,984","£1,017","€ 1,283","$1,984"
TPJ,TPJ/E,Online,"$7,274","£3,936","€ 4,996","$8,488"
TQEM,TQEM/E,Online,"$1,717",£877,"€ 1,109","$1,717"
TRA,TRA/E,Online,"$1,900","£1,132","€ 1,438","$2,215"
TRAA,TRAA/E,Online,$88,£48,€ 59,$88
TRAN,TRAN/E,Online,$885,£528,€ 664,"$1,029"
TRE,TRE/E,Online,$221,£96,€ 133,$221
TRF,TRF/E,Online,"$1,137","£1,088","€ 1,380","$2,126"
TRI,TRI/E,Online,"$2,549","£1,516","€ 1,927","$2,974"
TRPS,TRPS/E,Online,"$1,249",£623,€ 790,"$1,460"
TRTR,TRTR/E,Online,$184,£119,€ 139,$184
TSR,TSR/E,Online,"$3,725","£1,906","€ 2,937","$3,725"
TWEC,TWEC/E,Online,"$4,137","£2,097","€ 2,665","$4,823"
UOG,UOG/E,Online,"$2,049","£1,047","€ 1,323","$2,049"
VAR,VAR/E,Online,$64,£34,€ 43,$61
VCO,VCO/E,Online,$939,£510,€ 647,"$1,102"
VCP,VCP/E,Online,$497,£267,€ 337,$517
VDE,VDE/E,Online,"$2,159","£1,174","€ 1,489","$2,516"
VEC,VEC/E,Online,$926,£679,€ 861,"$1,322"
VIPR,VIPR/E,Online,$493,£252,€ 432,$493
VMR,VMR/E,Online,"$1,871","£1,178","€ 1,366","$1,871"
VNL,VNL/E,Online,"$1,098",£562,€ 710,"$1,098"
VOP,VOP/E,Online,"$1,380","£1,009","€ 1,282","$1,974"
VRU,VRU/E,Online,$826,£632,€ 802,"$1,235"
VSU,VSU/E,Online,$812,£623,€ 791,"$1,216"
,,,,,,
WAT2,WAT2/E(MEDIUM),Online,"$2,673","£1,885","€ 2,317","$2,673"
,,,,,,
WBM,WBM/E,Online,$783,£469,€ 595,$917
,,,,,,
WCC,WCC/E(MEDIUM),Online,"$2,795","£1,969","€ 2,420","$2,795"
,,,,,,
,,,,,,
WCMS,WCMS/E(MEDIUM),Online,"$2,673","£1,885","€ 2,317","$2,673"
,,,,,,
,,,,,,
WCS,WCS/E(MEDIUM),Online,"$2,877","£2,030","€ 2,496","$2,877"
,,,,,,
,,,,,,
WDEV,WDEV/E(MEDIUM),Online,"$2,763","£1,948","€ 2,396","$2,763"
,,,,,,
WE,WE/E,Online,"$1,719",£879,"€ 1,112","$1,719"
WEA,WEA/E,Online,$171,£92,€ 114,$171
WEJ,WEJ/E,Online,$858,£464,€ 590,"$1,006"
,,,,,,
WENE,WENE/E(MEDIUM),Online,"$2,965","£2,091","€ 2,572","$2,965"
,,,,,,
WENG,WENG/E,Online,"$1,908","£1,099","€ 1,397","$2,225"
WHE,WHE/E,Online,"$1,010",£645,€ 791,"$1,010"
,,,,,,
WICS,WICS/E(MEDIUM),Online,"$2,835","£1,999","€ 2,459","$2,835"
,,,,,,
,,,,,,
WIDM,WIDM/E(MEDIUM),Online,"$2,963","£2,091","€ 2,569","$2,963"
,,,,,,
WILM,WILM/E,Online,"$1,092",£624,€ 830,"$1,092"
WMH3,WMH3/E,Online,$477,£304,€ 349,$477
,,,,,,
WNAN,WNAN/E(MEDIUM),Online,"$2,921","£2,058","€ 2,533","$2,921"
,,,,,,
WOBA,WOBA/E,Online,"$4,228","£2,518","€ 3,196","$4,934"
WOT,WOT/E,Online,"$2,965","£1,700","€ 2,158","$3,324"
,,,,,,
WRCR,WRCR/E(MEDIUM),Online,"$1,862","£1,177","€ 1,362","$1,862"
,,,,,,
WRE,WRE/E,Online,"$1,945","£1,053","€ 1,334","$2,267"
,,,,,,
WRNA,WRNA/E(MEDIUM),Online,"$2,526","£1,896","€ 2,190","$2,526"
,,,,,,
WRR,WRR/E,Online,$852,£673,€ 852,"$1,310"
,,,,,,
WSB4,WSB4/E(MEDIUM),Online,$559,£363,€ 422,$559
,,,,,,
,,,,,,
WSBM,WSBM/E(MEDIUM),Online,"$2,699","£1,903","€ 2,339","$2,699"
,,,,,,
WUSA,WUSA/E,Online,$554,£344,€ 435,$667
WVN,WVN/E,Online,$618,£453,€ 569,$876
XEN,XEN/E,Online,"$1,822","£1,085","€ 1,377","$2,123"
XRS,XRS/E,Online,"$6,636","£3,388","€ 4,284","$6,636"
YD,YD/E,Online,$434,£224,€ 284,$434
YEA,YEA/E,Online,"$5,382","£2,750","€ 3,473","$5,382"
YREV,YREV/E,Online,$243,£189,€ 238,$366
ZAAC,ZAAC/E,Online,"$5,249","£2,683","€ 4,212","$5,249"
ZOO,ZOO/E,Online,"$3,762","£1,922","€ 2,429","$3,762"
ZPH,ZPH/E,Online,"$3,212","£1,741","€ 2,212","$3,743"
ZSC,ZSC/E,Online,"$3,994","£2,161","€ 2,745","$4,655"
ZYGO,ZYGO/E,Online,$412,£344,€ 433,$667
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
