Doi,Usage1,Usage2,Usage3,AVG Usage,Price,Cost/Use,Journal Name
10.1111/(ISSN)1759-3441,15,19,7, 13.67,217.0, 15.88,"ECONOMIC PAPERS"
10.1002/(ISSN)1097-4628,2885,2600,1695,2393.33,38011.0, 15.88,"JOURNAL OF APPLIED POLYMER SCIENCE"
10.1002/(ISSN)1520-6807,69,82,74, 75.00,1192.0, 15.89,"PSYCHOLOGY IN THE SCHOOLS"
10.1111/(ISSN)1467-6443,79,119,56, 84.67,1349.0, 15.93,"JOURNAL OF HISTORICAL SOCIOLOGY"
10.1111/(ISSN)2044-8333,28,38,11, 25.67,411.0, 16.01,"LEGAL AND CRIMINOLOGICAL PSYCHOLOGY"
10.1002/(ISSN)1520-6777,240,336,221,265.67,4260.0, 16.04,"NEUROUROLOGY AND URODYNAMICS"
10.1002/(ISSN)2055-2335,12,25,11, 16.00,257.0, 16.06,"JOURNAL OF PHARMACY PRACTICE AND RESEARCH"
10.1002/(ISSN)1097-0223,426,354,168,316.00,5084.0, 16.09,"PRENATAL DIAGNOSIS"
10.1002/(ISSN)1556-9187,34,51,35, 40.00,645.0, 16.13,"INTERNATIONAL JOURNAL OF APPLIED PSYCHOANALYTIC STUDIES"
10.1111/(ISSN)1502-3885,45,46,15, 35.33,570.0, 16.13,"BOREAS"
10.1111/(ISSN)1468-0084,85,99,58, 80.67,1303.0, 16.15,"OXFORD BULLETIN OF ECONOMICS & STATISTICS"
10.1111/(ISSN)1741-6612,56,50,11, 39.00,630.0, 16.15,"AUSTRALASIAN JOURNAL ON AGEING"
10.1111/(ISSN)1365-3113,176,191,132,166.33,2690.0, 16.17,"SYSTEMATIC ENTOMOLOGY"
10.1111/(ISSN)1467-9191,47,27,26, 33.33,541.0, 16.23,"PHILOSOPHICAL FORUM"
10.1111/(ISSN)1600-0501,148,126,39,104.33,1696.0, 16.26,"CLINICAL ORAL IMPLANTS RESEARCH"
10.1002/(ISSN)1944-7450,100,96,37, 77.67,1268.0, 16.33,"ENVIRONMENTAL PROGRESS & SUSTAINABLE ENERGY"
10.1111/(ISSN)1742-9536,22,39,19, 26.67,437.0, 16.39,"AUSTRALIAN JOURNAL OF PSYCHOLOGY"
10.1111/(ISSN)1467-9450,121,134,68,107.67,1775.0, 16.49,"SCANDINAVIAN JOURNAL OF PSYCHOLOGY"
10.1111/(ISSN)1755-6724,44,37,18, 33.00,546.0, 16.55,"ACTA GEOLOGICA SINICA (ENGLISH EDITION)"
10.1002/(ISSN)1557-0657,65,134,21, 73.33,1216.0, 16.58,"INTERNATIONAL JOURNAL OF METHODS IN PSYCHIATRIC RESEARCH"
10.1111/(ISSN)1753-318X,70,67,75, 70.67,1174.0, 16.61,"JOURNAL OF FLOOD RISK MANAGEMENT"
10.1111/(ISSN)2047-3095,14,24,21, 19.67,328.0, 16.68,"INTERNATIONAL JOURNAL OF NURSING KNOWLEDGE"
10.1111/(ISSN)1468-0092,103,137,57, 99.00,1657.0, 16.74,"OXFORD JOURNAL OF ARCHAEOLOGY"
10.1002/(ISSN)1544-8452,90,158,90,112.67,1888.0, 16.76,"POPULATION,SPACE AND PLACE"
10.1111/(ISSN)1365-2788,126,111,130,122.33,2051.0, 16.77,"JOURNAL OF INTELLECTUAL DISABILITY RESEARCH"
10.1111/(ISSN)1365-2354,101,132,59, 97.33,1634.0, 16.79,"EUROPEAN JOURNAL OF CANCER CARE"
10.1111/(ISSN)1095-8649,430,493,257,393.33,6614.0, 16.82,"JOURNAL OF FISH BIOLOGY"
10.1002/(ISSN)1098-2280,100,132,105,112.33,1892.0, 16.84,"ENVIRONMENTAL AND MOLECULAR MUTAGENESIS"
10.1111/(ISSN)1468-005X,63,62,56, 60.33,1017.0, 16.86,"NEW TECHNOLOGY,WORK AND EMPLOYMENT"
10.1002/(ISSN)1872-8081,175,183,77,145.00,2445.0, 16.86,"BIOFACTORS"
10.1111/(ISSN)1759-0884,124,232,118,158.00,2673.0, 16.92,"WILEY INTERDISCIPLINARY REVIEWS: COMPUTATIONAL MOLECULAR SCIENCE"
10.1111/(ISSN)1468-3148,38,66,102, 68.67,1164.0, 16.95,"JOURNAL OF APPLIED RESEARCH IN INTELLECTUAL DISABILITIES"
10.1002/(ISSN)1097-4644,1182,1245,548,991.67,16829.0, 16.97,"JOURNAL OF CELLULAR BIOCHEMISTRY"
10.1111/(ISSN)1741-1130,53,43,19, 38.33,651.0, 16.98,"JOURNAL OF POLICY AND PRACTICE IN INTELLECTUAL DISABILITIES"
10.1111/(ISSN)1741-2005,29,24,14, 22.33,380.0, 17.02,"NEW BLACKFRIARS"
10.1002/(ISSN)1096-9861,2078,2741,1504,2107.67,35866.0, 17.02,"THE JOURNAL OF COMPARATIVE NEUROLOGY"
10.1111/(ISSN)1467-8381,34,20,31, 28.33,483.0, 17.05,"ASIAN ECONOMIC JOURNAL"
10.1111/(ISSN)1442-2018,58,101,34, 64.33,1097.0, 17.05,"NURSING & HEALTH SCIENCES"
10.1002/(ISSN)1936-0592,172,163,105,146.67,2504.0, 17.07,"ECOHYDROLOGY"
10.1111/(ISSN)1468-0432,94,155,69,106.00,1814.0, 17.11,"GENDER,WORK & ORGANISATION"
10.1111/(ISSN)1467-8535,172,115,62,116.33,1994.0, 17.14,"BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY"
10.1111/(ISSN)1748-3131,25,23,18, 22.00,378.0, 17.18,"ASIAN ECONOMIC POLICY REVIEW"
10.1002/(ISSN)1098-2744,376,364,140,293.33,5054.0, 17.23,"MOLECULAR CARCINOGENESIS"
10.1111/(ISSN)1440-1681,255,259,127,213.67,3685.0, 17.25,"CLINICAL AND EXPERIMENTAL PHARMACOLOGY AND PHYSIOLOGY"
10.1111/(ISSN)1747-6593,36,57,56, 49.67,858.0, 17.28,"WATER AND ENVIRONMENT JOURNAL"
10.1111/(ISSN)1471-6712,71,77,52, 66.67,1157.0, 17.36,"SCANDINAVIAN JOURNAL OF CARING SCIENCES"
10.1111/(ISSN)1600-079X,262,205,48,171.67,2981.0, 17.37,"JOURNAL OF PINEAL RESEARCH"
10.1111/(ISSN)1467-839X,88,34,36, 52.67,915.0, 17.37,"ASIAN JOURNAL OF SOCIAL PSYCHOLOGY"
10.1111/(ISSN)1468-5965,137,194,65,132.00,2302.0, 17.44,"JCMS: JOURNAL OF COMMON MARKET STUDIES"
10.1111/(ISSN)1745-6592,21,31,20, 24.00,419.0, 17.46,"GROUNDWATER MONITORING & REMEDIATION"
10.1002/(ISSN)1939-5086,188,195,111,164.67,2877.0, 17.47,"WILEY INTERDISCIPLINARY REVIEWS: COGNITIVE SCIENCE"
10.1002/(ISSN)1099-1069,122,207,167,165.33,2889.0, 17.47,"HEMATOLOGICAL ONCOLOGY"
10.1111/(ISSN)1365-2028,131,159,99,129.67,2266.0, 17.48,"AFRICAN JOURNAL OF ECOLOGY"
10.1002/(ISSN)1528-0691,183,99,100,127.33,2226.0, 17.48,"THE CHEMICAL RECORD"
10.1002/(ISSN)1099-1573,362,351,146,286.33,5014.0, 17.51,"PHYTOTHERAPY RESEARCH"
10.1111/(ISSN)1754-0208,51,68,19, 46.00,806.0, 17.52,"JOURNAL FOR EIGHTEENTH-CENTURY STUDIES"
10.1111/(ISSN)1532-849X,70,42,20, 44.00,772.0, 17.55,"JOURNAL OF PROSTHODONTICS"
10.1002/(ISSN)1098-2264,253,287,157,232.33,4077.0, 17.55,"GENES,CHROMOSOMES AND CANCER"
10.1111/(ISSN)1467-8497,37,42,12, 30.33,533.0, 17.57,"AUSTRALIAN JOURNAL OF POLITICS AND HISTORY"
10.1111/(ISSN)1754-4505,31,26,4, 20.33,358.0, 17.61,"SPECIAL CARE IN DENTISTRY"
10.1111/(ISSN)1571-9979,75,86,39, 66.67,1178.0, 17.67,"NEGOTIATION JOURNAL"
10.1111/(ISSN)1468-229X,49,66,40, 51.67,915.0, 17.71,"HISTORY"
10.1111/(ISSN)1468-5922,58,34,58, 50.00,890.0, 17.80,"JOURNAL OF ANALYTICAL PSYCHOLOGY"
10.1002/(ISSN)1098-2345,256,379,277,304.00,5418.0, 17.82,"AMERICAN JOURNAL OF PRIMATOLOGY"
10.1002/(ISSN)2169-9291,303,235,112,216.67,3874.0, 17.88,"JOURNAL OF GEOPHYSICAL RESEARCH: OCEANS"
10.1111/(ISSN)1439-0264,159,190,133,160.67,2873.0, 17.88,"ANATOMIA,HISTOLOGIA,EMBRYOLOGIA -FOR PRINTED EMLO COPIES ONLY"
10.1111/(ISSN)1467-9965,122,129,70,107.00,1914.0, 17.89,"MATHEMATICAL FINANCE"
10.1111/(ISSN)1468-0483,74,67,33, 58.00,1039.0, 17.91,"GERMAN LIFE AND LETTERS"
10.1111/(ISSN)1753-0407,98,90,57, 81.67,1469.0, 17.99,"JOURNAL OF DIABETES"
10.1111/(ISSN)1365-3148,98,107,52, 85.67,1542.0, 18.00,"TRANSFUSION MEDICINE"
10.1111/(ISSN)1468-1293,158,154,63,125.00,2256.0, 18.05,"HIV MEDICINE"
10.1111/(ISSN)1479-8298,61,65,44, 56.67,1023.0, 18.05,"ENTOMOLOGICAL SCIENCE"
10.1111/(ISSN)1365-2613,87,98,57, 80.67,1457.0, 18.06,"INTERNATIONAL JOURNAL OF EXPERIMENTAL PATHOLOGY"
10.1111/(ISSN)1439-0418,244,272,162,226.00,4088.0, 18.09,"JOURNAL OF APPLIED ENTOMOLOGY"
10.1002/(ISSN)1936-4490,32,26,24, 27.33,496.0, 18.15,"CANADIAN JOURNAL OF ADMINISTRATIVE SCIENCESREVUE CANADIENNE DES SCIENCES DE L'ADMINISTRATION"
10.1111/(ISSN)1757-6547,26,41,10, 25.67,466.0, 18.16,"THE AUSTRALIAN JOURNAL OF ANTHROPOLOGY"
10.1111/(ISSN)1479-8301,30,48,34, 37.33,681.0, 18.24,"PSYCHOGERIATRICS"
10.1111/(ISSN)1523-5378,171,134,58,121.00,2220.0, 18.35,"HELICOBACTER"
10.1111/(ISSN)1477-8947,99,74,78, 83.67,1543.0, 18.44,"NATURAL RESOURCES FORUM"
10.1002/(ISSN)2330-1643,246,225,110,193.67,3581.0, 18.49,"JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY"
10.1002/(ISSN)1098-2752,131,96,62, 96.33,1792.0, 18.60,"MICROSURGERY"
10.1111/(ISSN)1472-8206,138,103,57, 99.33,1850.0, 18.62,"FUNDAMENTAL & CLINICAL PHARMACOLOGY"
10.1111/(ISSN)1708-8208,28,32,21, 27.00,504.0, 18.67,"CLINICAL IMPLANT DENTISTRY AND RELATED RESEARCH"
10.1111/(ISSN)1440-1800,52,66,49, 55.67,1040.0, 18.68,"NURSING INQUIRY"
10.1111/(ISSN)1742-9544,35,27,11, 24.33,455.0, 18.70,"AUSTRALIAN PSYCHOLOGIST"
10.1111/(ISSN)1475-5890,45,51,30, 42.00,789.0, 18.79,"FISCAL STUDIES"
10.1111/(ISSN)1468-246X,36,27,13, 25.33,477.0, 18.83,"INTERNATIONAL SOCIAL SECURITY REVIEW"
10.1002/(ISSN)1099-0879,92,82,80, 84.67,1598.0, 18.87,"CLINICAL PSYCHOLOGY AND PSYCHOTHERAPY(AN INTERNATIONAL JOURNAL OF THEORY & PRACTICE)"
10.1111/(ISSN)1475-6803,39,37,23, 33.00,624.0, 18.91,"THE JOURNAL OF FINANCIAL RESEARCH"
10.1002/(ISSN)1096-9098,510,490,275,425.00,8095.0, 19.05,"JOURNAL OF SURGICAL ONCOLOGY"
10.1111/(ISSN)1094-348X,18,29,10, 19.00,363.0, 19.11,"MILTON QUARTERLY"
10.1111/(ISSN)1467-9515,117,148,89,118.00,2266.0, 19.20,"SOCIAL POLICY & ADMINISTRATION"
10.1002/(ISSN)1098-1101,140,177,71,129.33,2484.0, 19.21,"JOURNAL OF CLINICAL APHERESIS"
10.1111/(ISSN)1365-3024,222,202,113,179.00,3443.0, 19.24,"PARASITE IMMUNOLOGY"
10.1111/(ISSN)1471-0374,42,57,47, 48.67,939.0, 19.30,"GLOBAL NETWORKS"
10.1002/(ISSN)1479-1854,50,45,16, 37.00,726.0, 19.62,"JOURNAL OF PUBLIC AFFAIRS"
10.1002/(ISSN)1099-1387,154,124,75,117.67,2311.0, 19.64,"JOURNAL OF PEPTIDE SCIENCE"
10.1002/(ISSN)2161-1920,8,17,8, 11.00,217.0, 19.73,"JOURNAL OF EMPLOYMENT COUNSELING"
10.1111/(ISSN)1365-2990,173,260,127,186.67,3684.0, 19.74,"NEUROPATHOLOGY & APPLIED NEUROBIOLOGY"
10.1111/(ISSN)1939-3881,17,17,3, 12.33,247.0, 20.03,"CROSSCURRENTS"
10.1002/(ISSN)2047-2900,20,22,10, 17.33,348.0, 20.08,"PRACTICAL DIABETES"
10.1002/(ISSN)1478-596X,64,93,44, 67.00,1346.0, 20.09,"THE INTERNATIONAL JOURNAL OF MEDICAL ROBOTICS AND COMPUTER ASSISTED SURGERY"
10.1111/(ISSN)1600-051X,109,99,54, 87.33,1763.0, 20.19,"JOURNAL OF CLINICAL PERIODONTOLOGY"
10.1002/(ISSN)1099-0755,123,112,102,112.33,2275.0, 20.25,"AQUATIC CONSERVATION: MARINE AND FRESHWATERECOSYSTEMS"
10.1111/(ISSN)2044-8341,25,46,34, 35.00,714.0, 20.40,"PSYCHOLOGY AND PSYCHOTHERAPY: THEORY,RESEARCH AND PRACTICE"
10.1002/(ISSN)1522-7278,103,99,89, 97.00,1984.0, 20.45,"ENVIRONMENTAL TOXICOLOGY"
10.1002/(ISSN)1098-1128,188,244,153,195.00,4003.0, 20.53,"MEDICINAL RESEARCH REVIEWS"
10.1002/(ISSN)1552-3934,59,42,34, 45.00,925.0, 20.56,"FAMILY & CONSUMER SCIENCES RESEARCH JOURNAL"
10.1111/(ISSN)1468-5876,25,16,8, 16.33,336.0, 20.57,"THE JAPANESE ECONOMIC REVIEW"
10.1111/(ISSN)1872-034X,147,169,54,123.33,2560.0, 20.76,"HEPATOLOGY RESEARCH"
10.1111/(ISSN)1445-6664,41,46,26, 37.67,783.0, 20.79,"WEED BIOLOGY AND MANAGEMENT"
10.1111/(ISSN)1478-4408,49,56,21, 42.00,883.0, 21.02,"COLORATION TECHNOLOGY"
10.1111/(ISSN)1467-9957,61,120,17, 66.00,1389.0, 21.05,"THE MANCHESTER SCHOOL"
10.1111/(ISSN)1753-5131,58,66,33, 52.33,1117.0, 21.34,"REVIEWS IN AQUACULTURE"
10.1002/(ISSN)1875-595X,48,23,5, 25.33,542.0, 21.40,"INTERNATIONAL DENTAL JOURNAL"
10.1002/(ISSN)1520-6297,147,178,92,139.00,2974.0, 21.40,"AGRIBUSINESS : AN INTERNATIONAL JOURNAL"
10.1002/(ISSN)1097-0096,163,130,79,124.00,2659.0, 21.44,"JOURNAL OF CLINICAL ULTRASOUND"
10.1002/(ISSN)1520-6459,49,95,39, 61.00,1309.0, 21.46,"EMPLOYMENT RELATIONS TODAY"
10.1002/(ISSN)1930-8272,46,17,17, 26.67,574.0, 21.53,"PERFORMANCE IMPROVEMENT"
10.1111/(ISSN)1365-2095,91,102,65, 86.00,1867.0, 21.71,"AQUACULTURE NUTRITION"
10.1002/(ISSN)1098-2353,316,436,196,316.00,6902.0, 21.84,"CLINICAL ANATOMY"
10.1002/(ISSN)1522-7219,33,69,68, 56.67,1245.0, 21.97,"INFANT AND CHILD DEVELOPMENT"
10.1002/(ISSN)1096-9101,226,252,119,199.00,4393.0, 22.08,"LASERS IN SURGERY AND MEDICINE"
10.1111/(ISSN)1467-9396,85,79,54, 72.67,1606.0, 22.10,"REVIEW OF INTERNATIONAL ECONOMICS"
10.1002/(ISSN)1932-863X,34,45,28, 35.67,791.0, 22.18,"PERSONALITY AND MENTAL HEALTH"
10.1002/(ISSN)1479-103X,47,45,35, 42.33,944.0, 22.30,"INTERNATIONAL JOURNAL OF NONPROFIT AND VOLUNTARY SECTOR  MARKETING"
10.1002/(ISSN)1099-1212,111,113,83,102.33,2282.0, 22.30,"INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY"
10.1111/(ISSN)1600-0390,11,2,16,9.67,216.0, 22.35,"ACTA ARCHAEOLOGICA"
10.1111/(ISSN)1752-4598,91,92,52, 78.33,1752.0, 22.37,"INSECT CONSERVATION AND DIVERSITY"
10.1111/(ISSN)1365-2206,47,90,35, 57.33,1283.0, 22.38,"CHILD & FAMILY SOCIAL WORK"
10.1112/(ISSN)1460-244X,0,115,102, 72.33,1625.0, 22.47,"PROCEEDINGS OF THE LONDON MATHEMATICAL SOCIETY"
10.1111/(ISSN)1467-9418,30,59,14, 34.33,773.0, 22.52,"REVIEWS IN RELIGION & THEOLOGY"
10.1111/(ISSN)1939-7445,20,58,25, 34.33,775.0, 22.57,"NATURAL RESOURCE MODELING"
10.1002/(ISSN)1467-8438,11,34,5, 16.67,377.0, 22.62,"AUSTRALIAN AND NEW ZEALANDJOURNAL OF FAMILY THERAPY"
10.1002/(ISSN)1097-0045,511,317,184,337.33,7652.0, 22.68,"THE PROSTATE"
10.1111/(ISSN)1467-6281,33,58,24, 38.33,874.0, 22.80,"ABACUS"
10.1002/(ISSN)2161-2234,32,22,21, 25.00,570.0, 22.80,"THOUGHT: A JOURNAL OF PHILOSOPHY"
10.1002/(ISSN)1532-7663,0,1,162, 54.33,1241.0, 22.84,"JOURNAL OF CONSUMER PSYCHOLOGY"
10.1111/(ISSN)1468-5914,59,45,33, 45.67,1044.0, 22.86,"JOURNAL FOR THE THEORY OF SOCIAL BEHAVIOUR"
10.1111/(ISSN)1365-2524,80,81,57, 72.67,1677.0, 23.08,"HEALTH & SOCIAL CARE IN THE COMMUNITY"
10.1111/(ISSN)1467-9914,45,61,17, 41.00,948.0, 23.12,"LABOUR"
10.1111/(ISSN)1467-9612,31,37,18, 28.67,663.0, 23.13,"SYNTAX"
10.1111/(ISSN)1600-0757,54,45,46, 48.33,1123.0, 23.23,"PERIODONTOLOGY 2000"
10.1111/(ISSN)1365-2338,80,83,41, 68.00,1583.0, 23.28,"EPPO BULLETIN"
10.1002/(ISSN)1932-1031,143,127,70,113.33,2640.0, 23.29,"BIOFUELS,BIOPRODUCTS AND BIOREFINING"
10.1111/(ISSN)1744-7941,60,23,29, 37.33,876.0, 23.46,"ASIA PACIFIC JOURNAL OF HUMAN RESOURCES"
10.1002/(ISSN)1098-240X,114,113,77,101.33,2378.0, 23.47,"RESEARCH IN NURSING & HEALTH"
10.1111/(ISSN)1467-8454,15,23,16, 18.00,424.0, 23.56,"AUSTRALIAN ECONOMIC PAPERS"
10.1002/(ISSN)1099-0798,91,120,78, 96.33,2270.0, 23.56,"BEHAVIORAL SCIENCES & THE LAW"
10.1111/(ISSN)1468-0378,47,66,34, 49.00,1157.0, 23.61,"EUROPEAN JOURNAL OF PHILOSOPHY"
10.1111/(ISSN)1365-2494,125,82,59, 88.67,2102.0, 23.71,"GRASS & FORAGE SCIENCE"
10.1111/(ISSN)1467-629X,52,32,22, 35.33,838.0, 23.72,"ACCOUNTING & FINANCE"
10.1111/(ISSN)1475-1305,47,34,36, 39.00,930.0, 23.85,"STRAIN"
10.1112/(ISSN)1469-7750,0,83,76, 53.00,1265.0, 23.87,"JOURNAL OF THE LONDON MATHEMATICAL SOCIETY"
10.1002/(ISSN)1532-2998,57,73,70, 66.67,1596.0, 23.94,"STRESS AND HEALTH"
10.1002/(ISSN)1099-159X,176,173,108,152.33,3666.0, 24.07,"PROGRESS IN PHOTOVOLTAICS: RESEARCH AND APPLICATIONS"
10.1111/(ISSN)1467-9809,52,28,11, 30.33,732.0, 24.13,"JOURNAL OF RELIGIOUS HISTORY"
10.1002/(ISSN)1520-6874,50,80,17, 49.00,1186.0, 24.20,"THUNDERBIRD INTERNATIONAL BUSINESS REVIEW"
10.1002/(ISSN)1756-9338,53,41,57, 50.33,1222.0, 24.28,"ENVIRONMENTAL POLICY AND GOVERNANCE"
10.1111/(ISSN)1468-2281,35,34,21, 30.00,729.0, 24.30,"HISTORICAL RESEARCH"
10.1002/(ISSN)1099-1743a,56,68,43, 55.67,1355.0, 24.34,"SYSTEMS RESEARCH & BEHAVIORAL SCIENCE"
10.1111/(ISSN)1755-6686,30,48,15, 31.00,755.0, 24.36,"JOURNAL OF RENAL CARE"
10.1002/(ISSN)2156-4868,12,9,25, 15.33,374.0, 24.39,"INSIGHT"
10.1111/(ISSN)1945-5100,113,96,34, 81.00,1984.0, 24.49,"METEORITICS & PLANETARY SCIENCE"
10.1111/(ISSN)1468-0130,33,23,17, 24.33,601.0, 24.70,"PEACE & CHANGE"
10.1002/(ISSN)1099-1689,197,4,7, 69.33,1719.0, 24.79,"SOFTWARE TESTING,VERIFICATION & RELIABILITY"
10.1111/(ISSN)1756-1051,52,21,37, 36.67,916.0, 24.98,"NORDIC JOURNAL OF BOTANY"
10.1111/(ISSN)1442-8903,18,24,29, 23.67,592.0, 25.01,"ECOLOGICAL MANAGEMENT & RESTORATION"
10.1111/(ISSN)1468-5957,161,129,73,121.00,3036.0, 25.09,"JOURNAL OF BUSINESS FINANCE & ACCOUNTING"
10.1111/(ISSN)1741-4520,29,46,29, 34.67,871.0, 25.13,"CONGENITAL ANOMALIES"
10.1111/(ISSN)1600-0684,72,82,57, 70.33,1768.0, 25.14,"JOURNAL OF MEDICAL PRIMATOLOGY"
10.1111/(ISSN)1467-8292,23,49,21, 31.00,782.0, 25.23,"ANNALS OF PUBLIC AND COOPERATIVE ECONOMICS"
10.1002/(ISSN)1098-2795,514,595,320,476.33,12045.0, 25.29,"MOLECULAR REPRODUCTION & DEVELOPMENT"
10.1002/(ISSN)1099-1654,102,92,46, 80.00,2043.0, 25.54,"REVIEWS IN MEDICAL VIROLOGY"
10.1111/(ISSN)1742-9552,15,6,11, 10.67,273.0, 25.59,"CLINICAL PSYCHOLOGIST"
10.1002/(ISSN)1099-1719,84,93,54, 77.00,1975.0, 25.65,"SUSTAINABLE DEVELOPMENT"
10.1111/(ISSN)1600-0765,87,72,19, 59.33,1523.0, 25.67,"JOURNAL OF PERIODONTAL RESEARCH"
10.1002/(ISSN)1939-4225,13,12,91, 38.67,1005.0, 25.99,"NEW HORIZONS IN ADULT EDUCATION AND HUMAN RESOURCE DEVELOPMENT"
10.1002/(ISSN)2049-1948,92,120,96,102.67,2673.0, 26.04,"WILEY INTERDISCIPLINARY REVIEWS: WATER"
10.1002/(ISSN)1557-0681,12,28,18, 19.33,504.0, 26.07,"MUSCULOSKELETAL CARE"
10.1111/(ISSN)2042-7174,43,45,20, 36.00,940.0, 26.11,"INTERNATIONAL JOURNAL OF PHARMACY PRACTICE"
10.1111/(ISSN)1439-037X,123,131,66,106.67,2789.0, 26.15,"JOURNAL OF AGRONOMY AND CROP SCIENCE"
10.1002/(ISSN)1099-0836,80,100,85, 88.33,2324.0, 26.31,"BUSINESS STRATEGY AND THE ENVIRONMENT"
10.1111/(ISSN)1467-9779,112,35,20, 55.67,1468.0, 26.37,"JOURNAL OF PUBLIC ECONOMIC THEORY"
10.1111/(ISSN)1748-3743,34,31,10, 25.00,660.0, 26.40,"INTERNATIONAL JOURNAL OF OLDER PEOPLE NURSING"
10.1002/(ISSN)1520-6750,117,190,104,137.00,3624.0, 26.45,"NAVAL RESEARCH LOGISTICS"
10.1002/(ISSN)2050-7038,69,55,13, 45.67,1209.0, 26.47,"INTERNATIONAL TRANSACTIONS ON ELECTRICAL ENERGY SYSTEMS"
10.1111/(ISSN)1540-6385,13,20,10, 14.33,380.0, 26.51,"DIALOG"
10.1002/(ISSN)1097-4547,848,1018,504,790.00,21062.0, 26.66,"JOURNAL OF NEUROSCIENCE RESEARCH"
10.1111/(ISSN)1467-9701,186,157,122,155.00,4137.0, 26.69,"THE WORLD ECONOMY"
10.1002/(ISSN)1939-0068,77,123,118,106.00,2835.0, 26.75,"WILEY INTERDISCIPLINARY REVIEWS: COMPUTATIONALSTATISTICS"
10.1111/(ISSN)1475-3995,56,118,73, 82.33,2216.0, 26.92,"INTERNATIONAL TRANSACTIONS IN OPERATIONAL RESEARCH"
10.1111/(ISSN)1467-8462,27,50,14, 30.33,817.0, 26.93,"THE AUSTRALIAN ECONOMIC REVIEW"
10.1111/(ISSN)1467-968X,13,29,97, 46.33,1249.0, 26.96,"TRANSACTIONS OF THE PHILOLOGICAL SOCIETY"
10.1002/(ISSN)1535-1467,186,139,102,142.33,3844.0, 27.01,"RIVER RESEARCH AND APPLICATIONS"
10.1111/(ISSN)1473-4192,14,34,10, 19.33,523.0, 27.05,"INTERNATIONAL JOURNAL OF APPLIED LINGUISTICS"
10.1002/(ISSN)1520-6378,99,99,84, 94.00,2572.0, 27.36,"COLOR RESEARCH & APPLICATION"
10.1002/(ISSN)1522-1970,64,59,39, 54.00,1484.0, 27.48,"INTERNATIONAL JOURNAL OF TOURISM RESEARCH"
10.1002/(ISSN)2373-3357,12,28,7, 15.67,434.0, 27.70,"NEW DIRECTIONS FOR STUDENT LEADERSHIP"
10.1002/(ISSN)2161-4296,7,16,10, 11.00,306.0, 27.82,"NAVIGATION"
10.1111/(ISSN)1468-0017,56,46,78, 60.00,1670.0, 27.83,"MIND & LANGUAGE"
10.1111/(ISSN)1468-0351,44,41,28, 37.67,1049.0, 27.85,"ECONOMICS OF TRANSITION"
10.1111/(ISSN)1467-8446,17,11,16, 14.67,410.0, 27.96,"AUSTRALIAN ECONOMIC HISTORY REVIEW"
10.1111/(ISSN)1365-2729,78,96,51, 75.00,2097.0, 27.96,"JOURNAL OF COMPUTER ASSISTED LEARNING"
10.1111/(ISSN)1742-7924,13,24,9, 15.33,430.0, 28.04,"JAPAN JOURNAL OF NURSING SCIENCE"
10.1111/(ISSN)1746-8361,39,18,18, 25.00,706.0, 28.24,"DIALECTICA"
10.1002/(ISSN)1096-9934,52,321,31,134.67,3811.0, 28.30,"THE JOURNAL OF FUTURES MARKETS"
10.1002/(ISSN)1547-5913,23,43,33, 33.00,934.0, 28.30,"PROCESS SAFETY PROGRESS"
10.1111/(ISSN)1475-1313,122,74,39, 78.33,2218.0, 28.32,"OPHTHALMIC AND PHYSIOLOGICAL OPTICS"
10.1002/(ISSN)1099-1026,167,133,69,123.00,3487.0, 28.35,"FLAVOUR AND FRAGRANCE JOURNAL"
10.1111/(ISSN)1468-5973,32,61,32, 41.67,1183.0, 28.39,"JOURNAL OF CONTINGENCIES AND CRISIS MANAGEMENT"
10.1002/(ISSN)1099-0461,61,63,47, 57.00,1620.0, 28.42,"JOURNAL OF BIOCHEMICAL AND MOLECULAR TOXICOLOGY"
10.1002/(ISSN)1097-0231,469,489,291,416.33,11854.0, 28.47,"RAPID COMMUNICATIONS IN MASS SPECTROMETRY"
10.1111/(ISSN)1467-6427,33,34,22, 29.67,852.0, 28.72,"JOURNAL OF FAMILY THERAPY"
10.1002/(ISSN)2205-0140,8,12,7,9.00,260.0, 28.89,"AUSTRALASIAN JOURNAL OF ULTRASOUND IN MEDICINE"
10.1111/(ISSN)1468-2389,56,61,26, 47.67,1382.0, 28.99,"INTERNATIONAL JOURNAL OF SELECTION AND ASSESSMENT"
10.1002/(ISSN)1099-1352,119,97,70, 95.33,2776.0, 29.12,"JOURNAL OF MOLECULAR RECOGNITION"
10.1111/(ISSN)1099-0860,28,44,39, 37.00,1088.0, 29.41,"CHILDREN & SOCIETY"
10.1002/(ISSN)1098-2272,224,183,144,183.67,5443.0, 29.64,"GENETIC EPIDEMIOLOGY"
10.1111/(ISSN)1467-825X,36,229,15, 93.33,2776.0, 29.74,"AFRICA RESEARCH BULLETIN: POLITICAL,SOCIAL ANDCULTURAL SERIES"
10.1111/(ISSN)1467-9329,54,57,32, 47.67,1421.0, 29.81,"RATIO"
